## FlyBase disease model annotation report
## Generated: Thu Jul 21 06:25:05 2022
## Using datasource: fb_2022_04_reporting
##
## FBgn ID	Gene symbol	HGNC ID	DO qualifier	DO ID	DO term	Allele used in model (FBal ID)	Allele used in model (symbol)	Based on orthology with (HGNC ID)	Based on orthology with (symbol)	Evidence/interacting alleles	Reference (FBrf ID)
FBgn0000008	a		exacerbates	DOID:2129	atypical teratoid rhabdoid tumor	FBal0299140	a[HMC03685]			modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379	FBrf0241270
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:S6k[VDRC.cUa]; FB:FBal0325138	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:Sod1[UAS.cUa]; FB:FBal0325144	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:Thor[UAS.cMa]; FB:FBal0147361	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:Tor[WT.UAS.Tag:FLAG]; FB:FBal0141341	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:park[UAS.Tag:HA]; FB:FBal0158829	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:Atg13[NIG.7331R]; FB:FBal0221502	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:Atg18a[VDRC.cUa]; FB:FBal0295306	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:Atg1[K38Q.UAS]; FB:FBal0216675	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:Atg3[VDRC.cUa]; FB:FBal0325139	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:S6k[STDE.UAS]; FB:FBal0141553	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:S6k[STDETE.UAS]; FB:FBal0141552	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:S6k[TE.UAS]; FB:FBal0141551	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:S6k[UAS.cUa]; FB:FBal0316999	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:eIF4E1[UAS.cRa]; FB:FBal0117540	FBrf0212492
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0196293	Pink1[5]			CEA	FBrf0226692
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193147	Pink1[UAS.Tag:HA]			CEA	FBrf0227806
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193147	Pink1[UAS.Tag:HA]			is ameliorated by FLYBASE:Tg[NIG.7356R]; FB:FBal0239959	FBrf0227806
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193147	Pink1[UAS.Tag:HA]			is exacerbated by FLYBASE:Tg[A.UAS]; FB:FBal0264822	FBrf0227806
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0196298	Pink1[UAS.cCa]			CEA	FBrf0233960
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0196293	Pink1[5]			CEA	FBrf0235182
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0196293	Pink1[5]			is ameliorated by FLYBASE:TER94[UAS.cCa]; FB:FBal0258032	FBrf0235182
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Hsap\AFDN[UAS.cBa]; FB:FBal0342454	FBrf0236495
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0236997
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEC	FBrf0239275
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0239323
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA with FLYBASE:Marf[KK105681]; FB:FBal0233716	FBrf0239323
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0245885	Pink1[JF01672]			CEA	FBrf0239323
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Itpr[JF01957]; FB:FBal0219943	FBrf0240165
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:MCU[HMS01927]; FB:FBal0281424	FBrf0240165
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Miro[KK102189]; FB:FBal0231656	FBrf0240165
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:porin[JF03251]; FB:FBal0242427	FBrf0240165
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is exacerbated by FLYBASE:Miro[UAS.Tag:MYC]; FB:FBal0240157	FBrf0240165
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0240230
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			CEA	FBrf0240230
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Disc\RFP[mRFP.Tag:Mito(mAkap1),Tag:ER(yUBC6)]; FB:FBal0358797	FBrf0240807
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6			HGNC:14581	PINK1	IEA	FBrf0241599
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEC	FBrf0242052
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Usp8[KO]; FB:FBal0246478	FBrf0242052
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Usp8[VDRC.cUa]; FB:FBal0351791	FBrf0242052
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0281750	Pink1[dsRNA.UAS.cPa]			CEC	FBrf0243288
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0243318
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0243563
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0245885	Pink1[JF01672]			CEA	FBrf0243587
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0244870
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is exacerbated by FLYBASE:Hsap\ZNF746[DM.UAS]; FB:FBal0357245	FBrf0245070
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0278825	Pink1[HMS01707]			CEA	FBrf0245721
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0278825	Pink1[HMS01707]			is ameliorated by FLYBASE:Chchd2[8-8]; FB:FBal0361014	FBrf0245721
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0245732
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			CEA	FBrf0245732
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0246405
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			CEA	FBrf0246838
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:Fer3HCH[NIG.4349R]; FB:FBal0274193	FBrf0246838
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:mfrn[UAS.cWa]; FB:FBal0364016	FBrf0246838
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is exacerbated by FLYBASE:mfrn[NIG.4963R]; FB:FBal0274459	FBrf0246838
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0246948
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:PEK[EY09578]; FB:FBal0160063	FBrf0246948
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0247076
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Drp1[UAS.Tag:HA]; FB:FBal0230285	FBrf0247076
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:fwd[UAS.GFP]; FB:FBal0363933	FBrf0247076
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0247465
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Hsap\DNM1L[S616D.UAS.Tag:MYC,Tag:polyHis]; FB:FBal0365610	FBrf0247465
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Hsap\DNM1L[UAS.Tag:MYC,Tag:polyHis]; FB:FBal0365608	FBrf0247465
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0248783
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Ret[UAS.Tag:LOV(VfAU1)]; FB:FBal0368241	FBrf0248783
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0248882
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is exacerbated by FLYBASE:DOR[KO]; FB:FBal0260615	FBrf0248882
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0245495	Pink1[JF01203]			CEA	FBrf0248882
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0299205	Pink1[HMC04160]			CEA	FBrf0249408
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0299205	Pink1[HMC04160]			is ameliorated by FLYBASE:cnc[UAS.cSa]; FB:FBal0263741	FBrf0249408
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:AMPKα[TD.UAS]; FB:FBal0213121	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:CG5676[UAS.ORF.GW.Tag:HA]; FB:FBal0350783	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Uch[C93S]; FB:FBal0369078	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Uch[E8A]; FB:FBal0369075	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Uch[GD11265]; FB:FBal0208915	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Uch[KK101723]; FB:FBal0231440	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Uch[KO]; FB:FBal0369074	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Uch[V96M]; FB:FBal0369077	FBrf0249425
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0250561
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:hiw[ΔN]; FB:FBal0296663	FBrf0250561
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0252187
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Tsf1[KK103815]; FB:FBal0232543	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:Zip99C[UAS.cXa]; FB:FBal0298303	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			CEA	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:Tsf1[KK103815]; FB:FBal0232543	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:Zip99C[UAS.cXa]; FB:FBal0298303	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0239190	Pink1[dsRNA.UAS]			is ameliorated by FLYBASE:mfrn[UAS.cWa]; FB:FBal0364016	FBrf0252834
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			CEA	FBrf0253427
FBgn0029891	Pink1		model of	DOID:0060369	Parkinson's disease 6	FBal0193144	Pink1[B9]			is ameliorated by FLYBASE:SerT[MI02578]; FB:FBal0260364	FBrf0253427
FBgn0029891	Pink1		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0278825	Pink1[HMS01707]			modeled by FLYBASE:Hsap\TARDBP[UAS.cDa]; FB:FBal0346920	FBrf0240108
FBgn0029891	Pink1		ameliorates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0239190	Pink1[dsRNA.UAS]			modeled by FLYBASE:Hsap\FUS[WT.UAS.RFP(Unk),Tag:HA]; FB:FBal0285342	FBrf0236143
FBgn0029891	Pink1		exacerbates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0239191	Pink1[UAS.cYa]			modeled by FLYBASE:Hsap\FUS[P525L.UAS.RFP(Unk),Tag:HA]; FB:FBal0285344	FBrf0236143
FBgn0029891	Pink1		ameliorates	DOID:0060393	chromosome 15q11.2 deletion syndrome	FBal0193144	Pink1[B9]			modeled by FLYBASE:Cyfip[85.1]; FB:FBal0152179	FBrf0245160
FBgn0029891	Pink1		model of	DOID:0060894	early-onset Parkinson's disease	FBal0193144	Pink1[B9]			CEA	FBrf0230283
FBgn0029891	Pink1		model of	DOID:0060894	early-onset Parkinson's disease	FBal0196293	Pink1[5]			CEA	FBrf0230283
FBgn0029891	Pink1		ameliorates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0239191	Pink1[UAS.cYa]			modeled by FLYBASE:Zzzz\poly-GR[80.UAS.Tag:FLAG]; FB:FBal0344081	FBrf0246902
FBgn0029891	Pink1		ameliorates	DOID:0060214	frontotemporal dementia and/or amyotrophic lateral sclerosis-2	FBal0208074	Pink1[GD11336]			modeled by FLYBASE:Chchd2[S81L.UAS]; FB:FBal0367622	FBrf0248499
FBgn0029891	Pink1		ameliorates	DOID:0060214	frontotemporal dementia and/or amyotrophic lateral sclerosis-2	FBal0258914	Pink1[KK101205]			modeled by FLYBASE:Chchd2[S81L.UAS]; FB:FBal0367622	FBrf0248499
FBgn0029891	Pink1		ameliorates	DOID:0060214	frontotemporal dementia and/or amyotrophic lateral sclerosis-2	FBal0299205	Pink1[HMC04160]			modeled by FLYBASE:Chchd2[S81L.UAS]; FB:FBal0367622	FBrf0248499
FBgn0029891	Pink1		ameliorates	DOID:0060892	late onset Parkinson's disease	FBal0193147	Pink1[UAS.Tag:HA]			modeled by FLYBASE:Hsap\ZNF746[DM.UAS]; FB:FBal0357245	FBrf0245070
FBgn0029891	Pink1		ameliorates	DOID:1289	neurodegenerative disease	FBal0193147	Pink1[UAS.Tag:HA]			modeled by FLYBASE:trp[P365]; FB:FBal0102369	FBrf0231847
FBgn0029891	Pink1		exacerbates	DOID:1289	neurodegenerative disease	FBal0196298	Pink1[UAS.cCa]			modeled by FLYBASE:Tom40[GD5210]; FB:FBal0208813	FBrf0239838
FBgn0029891	Pink1		model of	DOID:2998	testicular cancer	FBal0193144	Pink1[B9]			CEA	FBrf0236860
FBgn0029903	pod1		model of	DOID:9970	obesity	FBal0279272	pod1[HMS02270]			CEA	FBrf0228118
FBgn0029906	xit		model of	DOID:0080560	congenital disorder of glycosylation Ih			HGNC:23161	ALG8	IEA	FBrf0241599
FBgn0029907	Atx-1		ameliorates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0161396	Atx-1[f01201]			modeled by FLYBASE:Hsap\TARDBP[M337V.UAS.Tag:MYC]; FB:FBal0261050	FBrf0246190
FBgn0029907	Atx-1		ameliorates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0161396	Atx-1[f01201]			modeled by FLYBASE:Hsap\FUS[R521C.UAS.Tag:HA]; FB:FBal0261075	FBrf0246190
FBgn0029907	Atx-1		model of	DOID:1441	autosomal dominant cerebellar ataxia	FBal0190159	Atx-1[UAS.cTa]			CEA	FBrf0204933
FBgn0029907	Atx-1		model of	DOID:1441	autosomal dominant cerebellar ataxia	FBal0190159	Atx-1[UAS.cTa]			is ameliorated by FLYBASE:Nmnat[UAS.cZa]; FB:FBal0198130	FBrf0204933
FBgn0029907	Atx-1		model of	DOID:1441	autosomal dominant cerebellar ataxia	FBal0190159	Atx-1[UAS.cTa]			is ameliorated by FLYBASE:Nmnat[WR.UAS.PD]; FB:FBal0198137	FBrf0204933
FBgn0029907	Atx-1		model of	DOID:0050954	spinocerebellar ataxia type 1			HGNC:10548	ATXN1	IEA	FBrf0241599
FBgn0029913	Cht11		model of	DOID:5419	schizophrenia			HGNC:1932	CHI3L1	IEA	FBrf0241599
FBgn0029924	CG4586		model of	DOID:0050797	peroxisomal acyl-CoA oxidase deficiency			HGNC:119	ACOX1	IEA	FBrf0241599
FBgn0029932	CG4607		model of	DOID:0050645	arterial tortuosity syndrome			HGNC:13444	SLC2A10	IEA	FBrf0241599
FBgn0029939	CG9650		model of	DOID:0111979	immunodeficiency 49			HGNC:13222	BCL11B	IEA	FBrf0241599
FBgn0029939	CG9650		model of	DOID:1289	neurodegenerative disease	FBal0243220	CG9650[CTG-240.4]			CEA	FBrf0210235
FBgn0029939	CG9650		model of	DOID:9352	type 2 diabetes mellitus	FBal0220645	CG9650[JF02253]			CEA	FBrf0225849
FBgn0029943	Atg5		ameliorates	DOID:10652	Alzheimer's disease	FBal0176391	Atg5[dsRNA.UAS]			modeled by FLYBASE:Hsap\APP[Aβ42.UAS.Tag:SS(rPENK)]; FB:FBal0324739	FBrf0206549
FBgn0029943	Atg5		ameliorates	DOID:14330	Parkinson's disease	FBal0242290	Atg5[JF02703]			modeled by FLYBASE:Hsc70-5[KK100233]; FB:FBal0230627	FBrf0251563
FBgn0029943	Atg5		model of	DOID:0080259	autosomal recessive spinocerebellar ataxia 25			HGNC:589	ATG5	IEA	FBrf0241599
FBgn0029943	Atg5		ameliorates	DOID:162	cancer	FBal0263257	Atg5[HMS01244]			modeled by FLYBASE:Raf[F22.hs]; FB:FBal0039752	FBrf0249183
FBgn0029943	Atg5		ameliorates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0242290	Atg5[JF02703]			modeled by FLYBASE:Zzzz\GGGGCC[30.UAS.EGFP]; FB:FBal0294759	FBrf0247595
FBgn0029943	Atg5		model of	DOID:0050951	hereditary ataxia	FBal0324972	Atg5[5cc5]			CEA	FBrf0234286
FBgn0029943	Atg5		model of	DOID:0050951	hereditary ataxia	FBal0324972	Atg5[5cc5]			CEA with FLYBASE:Hsap\ATG5[E122D.UAS.Tag:FLAG]; FB:FBal0324974	FBrf0234286
FBgn0029943	Atg5		model of	DOID:0050951	hereditary ataxia	FBal0324972	Atg5[5cc5]			is ameliorated by FLYBASE:Hsap\ATG5[UAS.Tag:FLAG]; FB:FBal0324973	FBrf0234286
FBgn0029945	Acsf3		model of	DOID:0111263	combined malonic and methylmalonic acidemia			HGNC:27288	ACSF3	IEA	FBrf0241599
FBgn0029958	Pdp		model of	DOID:3649	pyruvate decarboxylase deficiency			HGNC:9279	PDP1	IEA	FBrf0241599
FBgn0029959	Rab39		model of	DOID:0111781	Waisman syndrome			HGNC:16499	RAB39B	IEA	FBrf0241599
FBgn0029959	Rab39		model of	DOID:0112059	non-syndromic X-linked intellectual disability 72			HGNC:16499	RAB39B	IEA	FBrf0241599
FBgn0029964	CG1409		model of	DOID:0112304	spondylometaphyseal dysplasia Megarbane-Dagher-Melike type			HGNC:29679	PAM16	IEA	FBrf0241599
FBgn0029965	Ir7b		model of	DOID:0080042	autosomal recessive spinocerebellar ataxia 18			HGNC:4576	GRID2	IEA	FBrf0241599
FBgn0029969	Acat1		model of	DOID:14723	beta-ketothiolase deficiency			HGNC:93	ACAT1	IEA	FBrf0241599
FBgn0029970	Nek2		exacerbates	DOID:162	cancer	FBal0291786	Nek2[UAS.GFP]			modeled by FLYBASE:Csk[unspecified]; FB:FBal0193622	FBrf0222571
FBgn0029970	Nek2		exacerbates	DOID:162	cancer	FBal0291786	Nek2[UAS.GFP]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0222571
FBgn0029970	Nek2		model of	DOID:162	cancer	FBal0291786	Nek2[UAS.GFP]			CEA	FBrf0222571
FBgn0029970	Nek2		model of	DOID:162	cancer	FBal0291786	Nek2[UAS.GFP]			CEA with FLYBASE:Ret[MEN2B.UAS]; FB:FBal0352210	FBrf0222571
FBgn0029970	Nek2		model of	DOID:0110359	retinitis pigmentosa 67			HGNC:7745	NEK2	IEA	FBrf0241599
FBgn0029977	hdm		model of	DOID:0070177	spermatogenic failure 22			HGNC:28569	MEIOB	IEA	FBrf0241599
FBgn0029979	mahe		exacerbates	DOID:12858	Huntington's disease	FBal0199151	mahe[GD17235]			modeled by FLYBASE:Hsap\HTT[128Q.1-231.UAS]; FB:FBal0368452	FBrf0249076
FBgn0029979	mahe		DOES NOT ameliorate	DOID:0050980	spinocerebellar ataxia type 31	FBal0199151	mahe[GD17235]			modeled by FLYBASE:Zzzz\UGGAA[W.UAS]; FB:FBal0327167	FBrf0235231
FBgn0029980	Dhdds		model of	DOID:0080473	developmental delay and seizures with or without movement abnormalities			HGNC:20603	DHDDS	IEA	FBrf0241599
FBgn0029980	Dhdds		model of	DOID:0110352	retinitis pigmentosa 59			HGNC:20603	DHDDS	IEA	FBrf0241599
FBgn0029980	Dhdds		model of	DOID:0110352	retinitis pigmentosa 59	FBal0199152	Dhdds[GD1592]			CEA	FBrf0249573
FBgn0029980	Dhdds		model of	DOID:0110352	retinitis pigmentosa 59	FBal0231939	Dhdds[KK102685]			CEA	FBrf0249573
FBgn0029992	Upf2		ameliorates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0265818	Upf2[UAS.cAa]			modeled by FLYBASE:Zzzz\poly-GR[36.UAS.EGFP]; FB:FBal0344198	FBrf0242130
FBgn0029992	Upf2		exacerbates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0273100	Upf2[NIG.2253R]			modeled by FLYBASE:Zzzz\poly-PR[PO-36.UAS]; FB:FBal0300906	FBrf0251796
FBgn0029993	CG1571		model of	DOID:0110622	primary ciliary dyskinesia 9			HGNC:18744	DNAI2	IEA	FBrf0241599
FBgn0029996	UbcE2H		exacerbates	DOID:1441	autosomal dominant cerebellar ataxia	FBal0119370	UbcE2H[EP1303]			modeled by FLYBASE:Hsap\ATXN1[30Q.UAS]; FB:FBal0119475	FBrf0131287
FBgn0029996	UbcE2H		exacerbates	DOID:1441	autosomal dominant cerebellar ataxia	FBal0119370	UbcE2H[EP1303]			modeled by FLYBASE:Hsap\ATXN1[82Q.UAS]; FB:FBal0119474	FBrf0131287
FBgn0029996	UbcE2H		model of	DOID:934	viral infectious disease	FBal0208905	UbcE2H[GD9765]			CEA	FBrf0224802
FBgn0030004	CG10958		model of	DOID:0110596	primary ciliary dyskinesia 21			HGNC:24245	DRC1	IEA	FBrf0241599
FBgn0030011	Gbeta5		model of	DOID:0081008	intellectual developmental disorder with cardiac arrhythmia			HGNC:4401	GNB5	IEA	FBrf0241599
FBgn0030013	GIIIspla2		ameliorates	DOID:1289	neurodegenerative disease	FBal0131590	GIIIspla2[EP1516]			modeled by FLYBASE:Zzzz\CGG[90.UAS.EGFP]; FB:FBal0280774	FBrf0217893
FBgn0030013	GIIIspla2		ameliorates	DOID:1289	neurodegenerative disease	FBal0207076	GIIIspla2[GD17243]			modeled by FLYBASE:Zzzz\CGG[90.UAS.EGFP]; FB:FBal0280774	FBrf0217893
FBgn0030018	slpr		ameliorates	DOID:526	human immunodeficiency virus infectious disease	FBal0230894	slpr[KK100726]			modeled by FLYBASE:HIV-1\Vpu[UAS.cLa]; FB:FBal0240710	FBrf0218002
FBgn0030026	sni		model of	DOID:1289	neurodegenerative disease	FBal0158627	sni[1]			CEA	FBrf0217432
