gene_id,gene_name,hgnc_id,do_qualifier,do_id,do_term,allele_used_in_model_fbal,allele_used_in_model_symbol,orthology_with_hgnc_id,orthology_with_symbol,evidence,reference
FBgn0028694,Rpn11,NA,ameliorates,DOID:332,amyotrophic lateral sclerosis,FBal0294982,Rpn11[UAS.cTa],NA,NA,modeled by FLYBASE:Hsap\TARDBP[M337V.UAS.Tag:MYC]; FB:FBal0261050,FBrf0237791
FBgn0028694,Rpn11,NA,ameliorates,DOID:1441,autosomal dominant cerebellar ataxia,FBal0155939,Rpn11[BG01694],NA,NA,modeled by FLYBASE:Hsap\ATXN7[102Q.T.UAS.Tag:NLS(SV40-largeT)]; FB:FBal0290348,FBrf0192686
FBgn0028694,Rpn11,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0294980,Rpn11[DANC],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0215796
FBgn0028694,Rpn11,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0294981,Rpn11[GS13423],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0215796
FBgn0028694,Rpn11,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0294982,Rpn11[UAS.cTa],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0215796
FBgn0028694,Rpn11,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0294982,Rpn11[UAS.cTa],NA,NA,modeled by FLYBASE:Hsap\HTT[GMR.Q120]; FB:FBal0093286,FBrf0215796
FBgn0028694,Rpn11,NA,exacerbates,DOID:1289,neurodegenerative disease,FBal0294983,Rpn11[dsRNA.UAS],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0215796
FBgn0028694,Rpn11,NA,exacerbates,DOID:1289,neurodegenerative disease,FBal0294983,Rpn11[dsRNA.UAS],NA,NA,modeled by FLYBASE:Hsap\HTT[GMR.Q120]; FB:FBal0093286,FBrf0215796
FBgn0028694,Rpn11,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0294982,Rpn11[UAS.cTa],NA,NA,modeled by FLYBASE:Hsap\FUS[R521C.UAS.Tag:HA]; FB:FBal0261075,FBrf0237791
FBgn0028695,Rpn1,NA,ameliorates,DOID:0060213,frontotemporal dementia and/or amyotrophic lateral sclerosis,FBal0232060,Rpn1[KK102872],NA,NA,modeled by FLYBASE:Zzzz\poly-GR[50.UAS.EGFP]; FB:FBal0323573,FBrf0233795
FBgn0028695,Rpn1,NA,model of,DOID:1289,neurodegenerative disease,FBal0257930,Rpn1[HMS01337],NA,NA,CEA,FBrf0246270
FBgn0028697,RpL15,NA,model of,DOID:0111882,Diamond-Blackfan anemia,NA,NA,HGNC:10306,RPL15,IEA,FBrf0241599
FBgn0028699,Rh50,NA,model of,DOID:0050641,Rh deficiency syndrome,NA,NA,HGNC:10006,RHAG,IEA,FBrf0241599
FBgn0028699,Rh50,NA,model of,DOID:0111562,overhydrated hereditary stomatocytosis,NA,NA,HGNC:10006,RHAG,IEA,FBrf0241599
FBgn0028703,Nhe3,NA,model of,DOID:0060825,Christianson syndrome,NA,NA,HGNC:11079,SLC9A6,IEA,FBrf0241599
FBgn0028703,Nhe3,NA,model of,DOID:0111844,X-linked intellectual developmental disorder,NA,NA,HGNC:17123,SLC9A7,IEA,FBrf0241599
FBgn0028704,Nckx30C,NA,model of,DOID:0110868,congenital stationary night blindness,NA,NA,HGNC:10975,SLC24A1,IEA,FBrf0241599
FBgn0028717,Lnk,NA,ameliorates,DOID:0080348,Alzheimer's disease,FBal0361247,Lnk[UAS.cSb],NA,NA,modeled by FLYBASE:Hsap\APP[A&bgr;42.UAS.Tag:SS(nec)]; FB:FBal0324202,FBrf0234035
FBgn0028717,Lnk,NA,exacerbates,DOID:0080348,Alzheimer's disease,FBal0361248,Lnk[unspecified],NA,NA,modeled by FLYBASE:Hsap\APP[A&bgr;42.UAS.Tag:SS(nec)]; FB:FBal0324202,FBrf0234035
FBgn0028717,Lnk,NA,model of,DOID:2224,essential thrombocythemia,NA,NA,HGNC:29605,SH2B3,IEA,FBrf0241599
FBgn0028717,Lnk,NA,model of,DOID:0060652,familial erythrocytosis,NA,NA,HGNC:29605,SH2B3,IEA,FBrf0241599
FBgn0028717,Lnk,NA,model of,DOID:4971,myelofibrosis,NA,NA,HGNC:29605,SH2B3,IEA,FBrf0241599
FBgn0028734,Fmr1,NA,model of,DOID:14250,Down syndrome,FBal0160460,Fmr1[unspecified],NA,NA,is ameliorated by FLYBASE:Dscam1[unspecified]; FB:FBal0195706,FBrf0221678
FBgn0028734,Fmr1,NA,model of,DOID:14250,Down syndrome,FBal0294772,Fmr1[dsRNA.UAS.cUa],NA,NA,is ameliorated by FLYBASE:Dscam1[unspecified]; FB:FBal0195706,FBrf0221678
FBgn0028734,Fmr1,NA,ameliorates,DOID:12858,Huntington's disease,FBal0262561,Fmr1[GL00075],NA,NA,modeled by FLYBASE:Hsap\HTT[Q103.ex1p.UAS.EGFP]; FB:FBal0294198,FBrf0243741
FBgn0028734,Fmr1,NA,ameliorates,DOID:12858,Huntington's disease,FBal0262561,Fmr1[GL00075],NA,NA,modeled by FLYBASE:Hsap\HTT[Q128.UAS]; FB:FBal0156385,FBrf0243741
FBgn0028734,Fmr1,NA,ameliorates,DOID:12858,Huntington's disease,FBal0262561,Fmr1[GL00075],NA,NA,modeled by FLYBASE:Hsap\HTT[Q72.ex1p.UAS.EGFP]; FB:FBal0294197,FBrf0243741
FBgn0028734,Fmr1,NA,ameliorates,DOID:12858,Huntington's disease,FBal0263199,Fmr1[HMS00248],NA,NA,modeled by FLYBASE:Hsap\HTT[Q103.ex1p.UAS.EGFP]; FB:FBal0294198,FBrf0243741
FBgn0028734,Fmr1,NA,ameliorates,DOID:12858,Huntington's disease,FBal0263199,Fmr1[HMS00248],NA,NA,modeled by FLYBASE:Hsap\HTT[Q128.UAS]; FB:FBal0156385,FBrf0243741
FBgn0028734,Fmr1,NA,ameliorates,DOID:12858,Huntington's disease,FBal0263199,Fmr1[HMS00248],NA,NA,modeled by FLYBASE:Hsap\HTT[Q72.ex1p.UAS.EGFP]; FB:FBal0294197,FBrf0243741
FBgn0028734,Fmr1,NA,ameliorates,DOID:0060179,Renpenning syndrome,FBal0326603,Fmr1[UAS.cUa],NA,NA,modeled by FLYBASE:Hsap\PQBP1[dupAG.UAS.Tag:FLAG]; FB:FBal0326602,FBrf0235347
FBgn0028734,Fmr1,NA,exacerbates,DOID:0050886,Troyer syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,modeled by FLYBASE:spartin[1]; FB:FBal0284233,FBrf0220896
FBgn0028734,Fmr1,NA,exacerbates,DOID:332,amyotrophic lateral sclerosis,FBal0131033,Fmr1[Delta50M],NA,NA,modeled by FLYBASE:Hsap\TARDBP[G298S.UAS.YFP]; FB:FBal0296676,FBrf0230196
FBgn0028734,Fmr1,NA,exacerbates,DOID:332,amyotrophic lateral sclerosis,FBal0131033,Fmr1[Delta50M],NA,NA,modeled by FLYBASE:Hsap\TARDBP[UAS.YFP.cEa]; FB:FBal0277060,FBrf0230196
FBgn0028734,Fmr1,NA,exacerbates,DOID:332,amyotrophic lateral sclerosis,FBal0207043,Fmr1[GD1288],NA,NA,modeled by FLYBASE:Hsap\TARDBP[G298S.UAS.YFP]; FB:FBal0296676,FBrf0230196
FBgn0028734,Fmr1,NA,exacerbates,DOID:332,amyotrophic lateral sclerosis,FBal0207043,Fmr1[GD1288],NA,NA,modeled by FLYBASE:Hsap\TARDBP[UAS.YFP.cEa]; FB:FBal0277060,FBrf0230196
FBgn0028734,Fmr1,NA,ameliorates,DOID:332,amyotrophic lateral sclerosis,FBal0248554,Fmr1[UAS.YFP],NA,NA,modeled by FLYBASE:Hsap\TARDBP[G298S.UAS.YFP]; FB:FBal0296676,FBrf0230196
FBgn0028734,Fmr1,NA,ameliorates,DOID:332,amyotrophic lateral sclerosis,FBal0248554,Fmr1[UAS.YFP],NA,NA,modeled by FLYBASE:Hsap\TARDBP[UAS.YFP.cEa]; FB:FBal0277060,FBrf0230196
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0216361
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0141745,Fmr1[B55],NA,NA,CEA,FBrf0216361
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0226529,Fmr1[CB-0950-3],NA,NA,CEA,FBrf0232832
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0226530,Fmr1[5-HA-1014],NA,NA,CEA,FBrf0232832
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0226530,Fmr1[5-HA-1014],NA,NA,is ameliorated by FLYBASE:Rac1[V12.UAS]; FB:FBal0038997,FBrf0232832
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0242223,Fmr1[JF02634],NA,NA,CEA,FBrf0232832
FBgn0028734,Fmr1,NA,model of,DOID:0060041,autism spectrum disorder,FBal0263199,Fmr1[HMS00248],NA,NA,CEA,FBrf0232832
FBgn0028734,Fmr1,NA,exacerbates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0120821,Fmr1[UAS.cWa],NA,NA,modeled by FLYBASE:Nab2[GD11745]; FB:FBal0204788,FBrf0236325
FBgn0028734,Fmr1,NA,ameliorates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0131033,Fmr1[Delta50M],NA,NA,modeled by FLYBASE:Nab2[EP3716]; FB:FBal0119703,FBrf0236325
FBgn0028734,Fmr1,NA,exacerbates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0131033,Fmr1[Delta50M],NA,NA,modeled by FLYBASE:Nab2[ex3]; FB:FBal0265606,FBrf0236325
FBgn0028734,Fmr1,NA,ameliorates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0131035,Fmr1[Delta113M],NA,NA,modeled by FLYBASE:Nab2[EP3716]; FB:FBal0119703,FBrf0236325
FBgn0028734,Fmr1,NA,exacerbates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0131035,Fmr1[Delta113M],NA,NA,modeled by FLYBASE:Nab2[GD11745]; FB:FBal0204788,FBrf0236325
FBgn0028734,Fmr1,NA,exacerbates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0131035,Fmr1[Delta113M],NA,NA,modeled by FLYBASE:Nab2[ex3]; FB:FBal0265606,FBrf0236325
FBgn0028734,Fmr1,NA,ameliorates,DOID:0060308,autosomal recessive non-syndromic intellectual disability,FBal0262561,Fmr1[GL00075],NA,NA,modeled by FLYBASE:Nab2[EP3716]; FB:FBal0119703,FBrf0236325
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131027,Fmr1[UAS.cZa],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131028,Fmr1[I307N.Z.UAS],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131029,Fmr1[EP3517],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131030,Fmr1[EP3422],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131032,Fmr1[Delta83M],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:futsch[N94]; FB:FBal0118230,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131034,Fmr1[Delta192N],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA,FBrf0141416
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131029,Fmr1[EP3517],NA,NA,CEA,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131032,Fmr1[Delta83M],NA,NA,CEA,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131032,Fmr1[Delta83M],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;113M]; FB:FBal0131035,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131032,Fmr1[Delta83M],NA,NA,CEA with FLYBASE:Fmr1[3]; FB:FBal0137500,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;113M]; FB:FBal0131035,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;50M]; FB:FBal0131033,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;83M]; FB:FBal0131032,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA with FLYBASE:Fmr1[3]; FB:FBal0137500,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;113M]; FB:FBal0131035,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;83M]; FB:FBal0131032,FBrf0179339
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0184218
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0204446
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:mGluR[112b]; FB:FBal0213218,FBrf0204446
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0206949
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,is ameliorated by FLYBASE:mGluR[112b]; FB:FBal0213218,FBrf0206949
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0160460,Fmr1[unspecified],NA,NA,CEA,FBrf0210266
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137499,Fmr1[FS],NA,NA,CEA with FLYBASE:Fmr1[3]; FB:FBal0137500,FBrf0210653
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA with FLYBASE:Fmr1[FS]; FB:FBal0137499,FBrf0210653
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0211218
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0120820,Fmr1[sev.PW],NA,NA,CEA,FBrf0212518
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0120820,Fmr1[sev.PW],NA,NA,is ameliorated by FLYBASE:spas[5.75]; FB:FBal0177736,FBrf0212518
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131029,Fmr1[EP3517],NA,NA,CEA,FBrf0212518
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131029,Fmr1[EP3517],NA,NA,is ameliorated by FLYBASE:spas[5.75]; FB:FBal0177736,FBrf0212518
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131029,Fmr1[EP3517],NA,NA,is ameliorated by FLYBASE:spas[dsRNA.UAS]; FB:FBal0158618,FBrf0212518
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0214459
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0215041
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:Mmp1[Q112stop]; FB:FBal0150759,FBrf0215041
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:Timp[UAS.cPa]; FB:FBal0150584,FBrf0215041
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131032,Fmr1[Delta83M],NA,NA,CEA with FLYBASE:Fmr1[3]; FB:FBal0137500,FBrf0216766
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;83M]; FB:FBal0131032,FBrf0216766
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0217253
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0219485
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,is ameliorated by FLYBASE:dnc[1]; FB:FBal0002713,FBrf0219485
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,is ameliorated by FLYBASE:dnc[ML]; FB:FBal0002718,FBrf0219485
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,is ameliorated by FLYBASE:mGluR[GD707]; FB:FBal0209961,FBrf0219485
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0207043,Fmr1[GD1288],NA,NA,CEA,FBrf0219485
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0156454,Fmr1[4.L],NA,NA,CEA,FBrf0220144
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0160460,Fmr1[unspecified],NA,NA,CEA,FBrf0221678
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0160460,Fmr1[unspecified],NA,NA,is ameliorated by FLYBASE:Dscam1[unspecified]; FB:FBal0195706,FBrf0221678
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0294772,Fmr1[dsRNA.UAS.cUa],NA,NA,CEA,FBrf0221678
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0294772,Fmr1[dsRNA.UAS.cUa],NA,NA,is ameliorated by FLYBASE:Dscam1[unspecified]; FB:FBal0195706,FBrf0221678
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0223211
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:dlp[A187]; FB:FBal0155392,FBrf0223211
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0224473
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137499,Fmr1[FS],NA,NA,CEA,FBrf0227263
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137499,Fmr1[FS],NA,NA,is ameliorated by FLYBASE:dnc[1]; FB:FBal0002713,FBrf0227263
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0227263
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0303650,Fmr1[R140Q.UAS],NA,NA,CEA,FBrf0227453
FBgn0028734,Fmr1,NA,ameliorates,DOID:14261,fragile X syndrome,FBal0131027,Fmr1[UAS.cZa],NA,NA,modeled by FLYBASE:Fmr1[&Dgr;50M]; FB:FBal0131033,FBrf0227916
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0227916
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:Fmr1[UAS.cZa]; FB:FBal0131027,FBrf0227916
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0242223,Fmr1[JF02634],NA,NA,CEA,FBrf0227916
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0365521,Fmr1[UAS.cOa],NA,NA,CEA,FBrf0227971
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0365522,Fmr1[DeltaCt.UAS],NA,NA,CEA,FBrf0227971
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0365523,Fmr1[wt+NLS.UAS],NA,NA,CEA,FBrf0227971
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0365524,Fmr1[DeltaCt+NLS.UAS],NA,NA,CEA,FBrf0227971
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:CenG1A[EY01217]; FB:FBal0217099,FBrf0228306
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:Abl[1]; FB:FBal0028708,FBrf0228582
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0231261
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0242223,Fmr1[JF02634],NA,NA,CEA,FBrf0231261
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,is ameliorated by FLYBASE:wit[A12]; FB:FBal0096773,FBrf0232542
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,is ameliorated by FLYBASE:wit[B11]; FB:FBal0096772,FBrf0232542
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0234784
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0301533,Fmr1[KK107935],NA,NA,CEA,FBrf0234784
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0141745,Fmr1[B55],NA,NA,CEA,FBrf0235329
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0160460,Fmr1[unspecified],NA,NA,CEA,FBrf0235347
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA with FLYBASE:Fmr1[3]; FB:FBal0137500,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,is ameliorated by FLYBASE:wit[A12]; FB:FBal0096773,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137500,Fmr1[3],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;113M]; FB:FBal0131035,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0262561,Fmr1[GL00075],NA,NA,CEA,FBrf0235474
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0236231
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0120821,Fmr1[UAS.cWa],NA,NA,CEA,FBrf0236325
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0120821,Fmr1[UAS.cWa],NA,NA,is exacerbated by FLYBASE:Nab2[EP3716]; FB:FBal0119703,FBrf0236325
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0236325
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:Nab2[ex3]; FB:FBal0265606,FBrf0236325
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,is ameliorated by FLYBASE:Nab2[ex3]; FB:FBal0265606,FBrf0236325
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0236412
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,is ameliorated by FLYBASE:shrb[4]; FB:FBal0102405,FBrf0236412
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA,FBrf0236939
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0137501,Fmr1[2],NA,NA,CEA,FBrf0236939
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131033,Fmr1[Delta50M],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;113M]; FB:FBal0131035,FBrf0237415
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA with FLYBASE:Fmr1[&Dgr;50M]; FB:FBal0131033,FBrf0237415
FBgn0028734,Fmr1,NA,model of,DOID:14261,fragile X syndrome,FBal0131035,Fmr1[Delta113M],NA,NA,CEA with FLYBASE:Fmr1[KK107935]; FB:FBal0301533,FBrf0237415
