mmus_gene_id,mmus_gene_name,dmel_gene_id,dmel_gene_name,diopt_score
ENSMUSG00000031696,Vps35,FBgn0034708,Vps35,15
ENSMUSG00000028776,Tinagl1,FBgn0034709,Swim,15
ENSMUSG00000032357,Tinag,FBgn0034709,Swim,13
ENSMUSG00000043445,Pgp,FBgn0034713,CG11291,12
ENSMUSG00000116165,Pdxp,FBgn0034713,CG11291,10
ENSMUSG00000040606,Kazn,FBgn0034720,Liprin-gamma,13
ENSMUSG00000027304,Rtf1,FBgn0034722,Rtf1,15
ENSMUSG00000030042,Pole4,FBgn0034726,Mes4,14
ENSMUSG00000068921,Dap3,FBgn0034727,mRpS29,14
ENSMUSG00000020380,Rad50,FBgn0034728,rad50,15
ENSMUSG00000006463,Zdhhc24,FBgn0034729,CG10344,15
ENSMUSG00000020704,Asic2,FBgn0034730,ppk12,10
ENSMUSG00000038276,Asic3,FBgn0034730,ppk12,10
ENSMUSG00000022562,Oplah,FBgn0034733,CG4752,15
ENSMUSG00000004356,Utp20,FBgn0034734,CG4554,15
ENSMUSG00000032342,Mto1,FBgn0034735,CG4610,15
ENSMUSG00000022332,Khdrbs3,FBgn0034739,CG3927,11
ENSMUSG00000028790,Khdrbs1,FBgn0034739,CG3927,10
ENSMUSG00000022332,Khdrbs3,FBgn0034740,nsr,11
ENSMUSG00000028790,Khdrbs1,FBgn0034740,nsr,10
ENSMUSG00000037563,Rps16,FBgn0034743,RpS16,16
ENSMUSG00000025371,Chmp6,FBgn0034744,Vps20,16
ENSMUSG00000028730,Cfap57,FBgn0034745,CG4329,15
ENSMUSG00000025899,Alkbh8,FBgn0034748,CG17807,18
ENSMUSG00000028180,Zranb2,FBgn0034750,CG3732,15
ENSMUSG00000032383,Ppib,FBgn0034753,CG2852,15
ENSMUSG00000022500,Litaf,FBgn0034758,CG13510,9
ENSMUSG00000022500,Litaf,FBgn0034761,CG4250,8
ENSMUSG00000022634,Yaf2,FBgn0034763,RYBP,17
ENSMUSG00000072872,Rybp,FBgn0034763,RYBP,11
ENSMUSG00000033396,Spg11,FBgn0034786,CG13531,13
ENSMUSG00000028126,Pip5k1a,FBgn0034789,PIP5K59B,16
ENSMUSG00000024867,Pip5k1b,FBgn0034789,PIP5K59B,14
ENSMUSG00000034902,Pip5k1c,FBgn0034789,PIP5K59B,13
ENSMUSG00000022217,Emc9,FBgn0034791,EMC8-9,16
ENSMUSG00000031819,Emc8,FBgn0034791,EMC8-9,15
ENSMUSG00000026775,Yme1l1,FBgn0034792,YME1L,15
ENSMUSG00000029152,Ociad1,FBgn0034793,asrij,16
ENSMUSG00000019984,Med23,FBgn0034795,MED23,14
ENSMUSG00000020407,Upp1,FBgn0034800,CG3788,16
ENSMUSG00000026839,Upp2,FBgn0034800,CG3788,13
ENSMUSG00000030057,Cnbp,FBgn0034802,CNBP,15
ENSMUSG00000031330,Zcchc13,FBgn0034802,CNBP,13
ENSMUSG00000030008,Pradc1,FBgn0034803,CG9849,16
ENSMUSG00000055917,Zfp277,FBgn0034814,CG9890,17
ENSMUSG00000028845,Tekt2,FBgn0034816,CG3085,15
ENSMUSG00000060098,Prmt7,FBgn0034817,Art7,15
ENSMUSG00000026586,Prrx1,FBgn0034821,CG9876,11
ENSMUSG00000041841,Rpl37,FBgn0034822,RpL37b,12
ENSMUSG00000021693,Kif2a,FBgn0034824,Klp59C,10
ENSMUSG00000023019,Gpd1,FBgn0034825,Gpdh2,11
ENSMUSG00000030435,U2af2,FBgn0034834,LS2,9
ENSMUSG00000028936,Rpl22,FBgn0034837,RpL22-like,10
ENSMUSG00000027509,Rae1,FBgn0034838,CG12782,8
ENSMUSG00000022193,Psmb5,FBgn0034842,Prosbeta5R1,15
ENSMUSG00000024338,Psmb8,FBgn0034842,Prosbeta5R1,13
ENSMUSG00000014748,Tex261,FBgn0034849,CG3500,15
ENSMUSG00000038708,Golga4,FBgn0034854,Golgin245,11
ENSMUSG00000029145,Eif2b4,FBgn0034858,eIF2Bdelta,14
ENSMUSG00000038368,Focad,FBgn0034859,CG3520,12
ENSMUSG00000036309,Skp1,FBgn0034863,SkpF,10
ENSMUSG00000030224,Strap,FBgn0034876,wmd,14
ENSMUSG00000030785,Cox6a2,FBgn0034877,levy,16
ENSMUSG00000041697,Cox6a1,FBgn0034877,levy,15
ENSMUSG00000039356,Exosc2,FBgn0034879,Rrp4,17
ENSMUSG00000029269,Sult1b1,FBgn0034887,St1,11
ENSMUSG00000069668,Sult3a1,FBgn0034887,St1,11
ENSMUSG00000023943,Sult1c1,FBgn0034887,St1,10
ENSMUSG00000029273,Sult1d1,FBgn0034887,St1,10
ENSMUSG00000030711,Sult1a1,FBgn0034887,St1,10
ENSMUSG00000090298,Sult3a2,FBgn0034887,St1,10
ENSMUSG00000025208,Mrpl43,FBgn0034893,mRpL43,16
ENSMUSG00000062210,Tnfaip8,FBgn0034894,sigmar,18
ENSMUSG00000044469,Tnfaip8l1,FBgn0034894,sigmar,14
ENSMUSG00000013707,Tnfaip8l2,FBgn0034894,sigmar,13
ENSMUSG00000074345,Tnfaip8l3,FBgn0034894,sigmar,13
ENSMUSG00000038332,Sesn1,FBgn0034897,Sesn,16
ENSMUSG00000032009,Sesn3,FBgn0034897,Sesn,15
ENSMUSG00000028893,Sesn2,FBgn0034897,Sesn,14
ENSMUSG00000115338,Pnp,FBgn0034898,CG18128,11
ENSMUSG00000021361,Tmem14c,FBgn0034902,CG5532,16
ENSMUSG00000025933,Tmem14a,FBgn0034902,CG5532,11
ENSMUSG00000039828,Wdr70,FBgn0034908,CG5543,15
ENSMUSG00000022765,Snap29,FBgn0034913,Snap29,17
ENSMUSG00000021072,Tmx1,FBgn0034914,CG5554,16
ENSMUSG00000027613,Eif6,FBgn0034915,eIF6,15
ENSMUSG00000064030,Pym1,FBgn0034918,Pym,14
ENSMUSG00000070283,Ndufaf3,FBgn0034919,CG5569,14
ENSMUSG00000021962,Dcp1a,FBgn0034921,DCP1,12
ENSMUSG00000041477,Dcp1b,FBgn0034921,DCP1,12
ENSMUSG00000036572,Upf3b,FBgn0034923,Upf3,15
ENSMUSG00000038398,Upf3a,FBgn0034923,Upf3,14
ENSMUSG00000030876,Mettl9,FBgn0034925,CG5339,17
ENSMUSG00000040389,Wdr47,FBgn0034931,CG2812,12
ENSMUSG00000016181,Utp25,FBgn0034933,CG3735,15
ENSMUSG00000028455,Stoml2,FBgn0034936,Stoml2,15
ENSMUSG00000020235,Fzr1,FBgn0034937,fzr2,8
ENSMUSG00000040018,Cox15,FBgn0034938,CG3803,16
ENSMUSG00000034274,Thoc5,FBgn0034939,thoc5,15
ENSMUSG00000050705,2310061I04Rik,FBgn0034940,CG16787,13
ENSMUSG00000028088,Fmo5,FBgn0034943,Fmo-1,12
ENSMUSG00000040170,Fmo2,FBgn0034943,Fmo-1,12
ENSMUSG00000051081,Gm4847,FBgn0034943,Fmo-1,12
ENSMUSG00000086056,Gm4846,FBgn0034943,Fmo-1,12
ENSMUSG00000040435,Ppp1r15a,FBgn0034948,PPP1R15,8
ENSMUSG00000026274,Pask,FBgn0034950,Pask,13
ENSMUSG00000039050,Osbpl2,FBgn0034951,CG3860,15
ENSMUSG00000044252,Osbpl1a,FBgn0034951,CG3860,13
ENSMUSG00000042078,Svop,FBgn0034956,CG4324,16
ENSMUSG00000039552,Rsph4a,FBgn0034957,Rsph4a,15
ENSMUSG00000040866,Rsph6a,FBgn0034957,Rsph4a,13
ENSMUSG00000047434,Xxylt1,FBgn0034959,Xxylt,15
ENSMUSG00000048661,Lemd3,FBgn0034962,MAN1,12
ENSMUSG00000003135,Cnot11,FBgn0034963,Not11,11
ENSMUSG00000029547,Ints1,FBgn0034964,IntS1,15
ENSMUSG00000038900,Rpl12,FBgn0034968,RpL12,15
ENSMUSG00000053110,Yap1,FBgn0034970,yki,15
ENSMUSG00000027803,Wwtr1,FBgn0034970,yki,10
ENSMUSG00000031545,Gpat4,FBgn0034971,Gpat4,15
ENSMUSG00000029314,Gpat3,FBgn0034971,Gpat4,14
ENSMUSG00000050608,Micos10,FBgn0034973,CG13564,9
ENSMUSG00000021767,Kat6b,FBgn0034975,enok,10
ENSMUSG00000031540,Kat6a,FBgn0034975,enok,10
ENSMUSG00000040661,Rad54l2,FBgn0034976,CG4049,16
ENSMUSG00000021555,Naa35,FBgn0034982,Naa35,16
ENSMUSG00000034057,Myrfl,FBgn0034985,CG3328,14
ENSMUSG00000036098,Myrf,FBgn0034985,CG3328,13
ENSMUSG00000034211,Mrps17,FBgn0034986,mRpS17,13
ENSMUSG00000017176,Nt5c3b,FBgn0034988,cN-IIIB,16
ENSMUSG00000029780,Nt5c3,FBgn0034988,cN-IIIB,15
ENSMUSG00000039000,Ube3c,FBgn0034989,CG3356,17
ENSMUSG00000037049,Smpd1,FBgn0034997,CG3376,17
ENSMUSG00000031808,Slc27a1,FBgn0034999,Fatp3,13
ENSMUSG00000059316,Slc27a4,FBgn0034999,Fatp3,11
ENSMUSG00000025060,Slk,FBgn0035001,Slik,14
ENSMUSG00000020272,Stk10,FBgn0035001,Slik,13
ENSMUSG00000029500,Pgam5,FBgn0035004,Pgam5-2,10
ENSMUSG00000032279,Idh3a,FBgn0035005,CG3483,9
ENSMUSG00000037822,Smim14,FBgn0035020,CG13585,13
ENSMUSG00000029427,Zcchc8,FBgn0035021,CG4622,11
ENSMUSG00000041130,Zfp598,FBgn0035024,CG11414,14
ENSMUSG00000030421,Uri1,FBgn0035025,uri,9
ENSMUSG00000033323,Ctdp1,FBgn0035026,Fcp1,13
ENSMUSG00000021713,Ppwd1,FBgn0035027,CG3511,16
ENSMUSG00000018167,Stard3,FBgn0035028,Start1,15
ENSMUSG00000003062,Stard3nl,FBgn0035028,Start1,11
ENSMUSG00000038690,Atp5j2,FBgn0035032,ATPsynF,13
ENSMUSG00000042742,Bmt2,FBgn0035035,Samtor,14
ENSMUSG00000021044,Adck1,FBgn0035039,Adck1,15
ENSMUSG00000024601,Isoc1,FBgn0035044,CG3663,15
ENSMUSG00000026895,Ndufa8,FBgn0035046,ND-19,16
ENSMUSG00000000957,Mmp14,FBgn0035049,Mmp1,11
ENSMUSG00000027612,Mmp24,FBgn0035049,Mmp1,10
ENSMUSG00000022885,St6gal1,FBgn0035050,SiaT,13
ENSMUSG00000024172,St6gal2,FBgn0035050,SiaT,11
ENSMUSG00000026955,Sapcd2,FBgn0035057,CG3880,15
ENSMUSG00000039873,Neurl2,FBgn0035059,CG3894,15
ENSMUSG00000006276,Eps15l1,FBgn0035060,Eps-15,15
ENSMUSG00000028552,Eps15,FBgn0035060,Eps-15,14
ENSMUSG00000022792,Yars2,FBgn0035064,TyrRS-m,16
ENSMUSG00000020087,Tysnd1,FBgn0035065,CG3589,12
ENSMUSG00000022364,Tbc1d31,FBgn0035073,CG16896,13
ENSMUSG00000020744,Slc25a19,FBgn0035078,Tpc2,13
ENSMUSG00000041625,Ggact,FBgn0035082,CG2811,16
ENSMUSG00000041625,Ggact,FBgn0035083,Tina-1,15
ENSMUSG00000045312,Lhfpl2,FBgn0035085,CG3770,14
ENSMUSG00000008035,Mid1ip1,FBgn0035087,CG2765,8
ENSMUSG00000025971,Maip1,FBgn0035088,CG3776,14
ENSMUSG00000037936,Scarb1,FBgn0035091,CG3829,8
ENSMUSG00000109293,Dcst2,FBgn0035099,CG6845,13
ENSMUSG00000031955,Bcar1,FBgn0035101,p130CAS,15
ENSMUSG00000021365,Nedd9,FBgn0035101,p130CAS,14
ENSMUSG00000030101,Sumf1,FBgn0035102,CG7049,17
ENSMUSG00000098132,Rassf10,FBgn0035104,CG13875,13
ENSMUSG00000044921,Rassf9,FBgn0035104,CG13875,11
ENSMUSG00000037315,Jade3,FBgn0035106,rno,11
ENSMUSG00000038187,Btbd10,FBgn0035107,mri,15
ENSMUSG00000005936,Kctd20,FBgn0035107,mri,13
ENSMUSG00000059920,4930453N24Rik,FBgn0035109,CG13876,15
ENSMUSG00000053453,Thoc7,FBgn0035110,thoc7,15
ENSMUSG00000053333,Dis3l2,FBgn0035111,Dis3l2,15
ENSMUSG00000001424,Snd1,FBgn0035121,Tudor-SN,15
ENSMUSG00000030879,Mrpl17,FBgn0035122,mRpL17,14
ENSMUSG00000003438,Timm50,FBgn0035124,ttm2,15
ENSMUSG00000045176,Borcs6,FBgn0035140,BORCS6,10
ENSMUSG00000024007,Ppil1,FBgn0035141,Cypl,16
ENSMUSG00000061436,Hipk2,FBgn0035142,Hipk,15
ENSMUSG00000008730,Hipk1,FBgn0035142,Hipk,14
ENSMUSG00000027177,Hipk3,FBgn0035142,Hipk,13
ENSMUSG00000048385,Scrt1,FBgn0035144,Kah,8
ENSMUSG00000064127,Med14,FBgn0035145,MED14,15
ENSMUSG00000019368,Sec14l4,FBgn0035146,CG13893,16
ENSMUSG00000003585,Sec14l2,FBgn0035146,CG13893,15
ENSMUSG00000054986,Sec14l3,FBgn0035146,CG13893,15
ENSMUSG00000028671,Gale,FBgn0035147,Gale,12
ENSMUSG00000040158,Tax1bp3,FBgn0035148,CG3402,13
ENSMUSG00000038622,Med30,FBgn0035149,MED30,13
ENSMUSG00000026082,Rev1,FBgn0035150,Rev1,16
ENSMUSG00000000278,Scpep1,FBgn0035154,hiro,18
ENSMUSG00000033732,Sf3b3,FBgn0035162,Sf3b3,16
ENSMUSG00000041035,Dpcd,FBgn0035164,CG13901,15
ENSMUSG00000002015,Bcap31,FBgn0035165,CG13887,16
ENSMUSG00000020650,Bcap29,FBgn0035165,CG13887,14
ENSMUSG00000030752,Kdm8,FBgn0035166,JMJD5,16
ENSMUSG00000021416,Eci3,FBgn0035169,Dci,14
ENSMUSG00000021417,Eci2,FBgn0035169,Dci,12
ENSMUSG00000027896,Slc16a4,FBgn0035173,CG13907,11
ENSMUSG00000026220,Slc16a14,FBgn0035173,CG13907,10
ENSMUSG00000047992,Dipk1c,FBgn0035179,CG12038,12
ENSMUSG00000006764,Tph2,FBgn0035187,Trh,15
ENSMUSG00000040046,Tph1,FBgn0035187,Trh,15
ENSMUSG00000031938,4931406C07Rik,FBgn0035189,CG9119,17
ENSMUSG00000027454,Gins1,FBgn0035194,Psf1,16
ENSMUSG00000023832,Acat2,FBgn0035203,CG9149,16
ENSMUSG00000062480,Acat3,FBgn0035203,CG9149,16
ENSMUSG00000039480,Nt5dc1,FBgn0035204,CG2277,15
ENSMUSG00000005609,Ctr9,FBgn0035205,Ctr9,14
ENSMUSG00000037669,Ldah,FBgn0035206,sturkopf,16
ENSMUSG00000020064,Herc4,FBgn0035207,Herc4,15
ENSMUSG00000029804,Herc3,FBgn0035207,Herc4,13
ENSMUSG00000037426,Depdc5,FBgn0035227,Iml1,14
ENSMUSG00000038582,Pptc7,FBgn0035228,CG12091,16
ENSMUSG00000030313,Dennd5b,FBgn0035229,pns,15
ENSMUSG00000035901,Dennd5a,FBgn0035229,pns,15
ENSMUSG00000005615,Pcyt1a,FBgn0035231,Pcyt2,14
ENSMUSG00000035246,Pcyt1b,FBgn0035231,Pcyt2,14
ENSMUSG00000041740,Rnf10,FBgn0035232,CG12099,17
ENSMUSG00000029047,Pex10,FBgn0035233,Pex10,16
ENSMUSG00000009035,Tmem184b,FBgn0035236,CG12004,15
ENSMUSG00000036687,Tmem184a,FBgn0035236,CG12004,14
ENSMUSG00000020456,Ogdh,FBgn0035240,CG33791,11
ENSMUSG00000021913,Ogdhl,FBgn0035240,CG33791,10
ENSMUSG00000062797,Hikeshi,FBgn0035243,CG13926,15
ENSMUSG00000031333,Abcb7,FBgn0035244,ABCB7,16
ENSMUSG00000053460,Ggcx,FBgn0035245,GC,15
ENSMUSG00000020691,Mettl2,FBgn0035247,metl,15
ENSMUSG00000045435,Tmem60,FBgn0035248,CG13919,12
ENSMUSG00000004895,Prcc,FBgn0035249,CG17249,9
ENSMUSG00000019868,Vta1,FBgn0035251,Vta1,16
ENSMUSG00000029499,Pxmp2,FBgn0035252,CG7970,10
ENSMUSG00000039218,Srrm2,FBgn0035253,Srrm234,8
ENSMUSG00000026851,BC005624,FBgn0035254,CG7974,15
ENSMUSG00000002059,Rab34,FBgn0035255,RabX5,16
ENSMUSG00000020175,Rab36,FBgn0035255,RabX5,15
ENSMUSG00000035126,Dnai4,FBgn0035256,CG13930,15
ENSMUSG00000066643,Wdr35,FBgn0035264,Oseg4,16
ENSMUSG00000045140,Pigw,FBgn0035265,PIG-Wb,15
ENSMUSG00000025059,Gk,FBgn0035266,Gk2,13
ENSMUSG00000053624,Gykl1,FBgn0035266,Gk2,13
ENSMUSG00000050553,Gk2,FBgn0035266,Gk2,11
ENSMUSG00000026554,Dcaf8,FBgn0035268,CG8001,15
ENSMUSG00000035395,Dcaf8l,FBgn0035268,CG8001,12
ENSMUSG00000044155,Lsm8,FBgn0035271,CG2021,16
ENSMUSG00000030612,Mrpl46,FBgn0035272,mRpL46,15
ENSMUSG00000018378,Cuedc1,FBgn0035283,CG12024,15
ENSMUSG00000024845,Tmem134,FBgn0035285,CG12025,9
ENSMUSG00000037936,Scarb1,FBgn0035290,dsb,10
ENSMUSG00000000792,Slc5a5,FBgn0035293,CG5687,8
ENSMUSG00000068479,Mfap1a,FBgn0035294,Mfap1,15
ENSMUSG00000048222,Mfap1b,FBgn0035294,Mfap1,14
ENSMUSG00000022186,Oxct1,FBgn0035298,SCOT,17
ENSMUSG00000076438,Oxct2b,FBgn0035298,SCOT,15
ENSMUSG00000076436,Oxct2a,FBgn0035298,SCOT,14
ENSMUSG00000049491,Slc36a3,FBgn0035300,CG1139,10
ENSMUSG00000042272,Sestd1,FBgn0035308,CG15822,10
ENSMUSG00000058586,Serhl,FBgn0035309,CG15879,13
ENSMUSG00000058586,Serhl,FBgn0035312,CG15820,12
ENSMUSG00000038564,Ift172,FBgn0035317,Oseg2,15
ENSMUSG00000027651,Rprd1b,FBgn0035318,CG9018,14
ENSMUSG00000040446,Rprd1a,FBgn0035318,CG9018,14
ENSMUSG00000019590,Cyb561,FBgn0035321,CG1275,14
ENSMUSG00000027015,Cybrd1,FBgn0035321,CG1275,14
ENSMUSG00000034445,Cyb561a3,FBgn0035321,CG1275,13
ENSMUSG00000030450,Oca2,FBgn0035332,CG13801,8
ENSMUSG00000039100,Marchf6,FBgn0035333,CG1317,17
ENSMUSG00000005354,Txn2,FBgn0035334,CG8993,16
ENSMUSG00000037772,Mrpl23,FBgn0035335,mRpL23,15
ENSMUSG00000001569,Nom1,FBgn0035336,CG9004,15
ENSMUSG00000053553,3110082I17Rik,FBgn0035337,CG15877,10
ENSMUSG00000079057,Cyp4v3,FBgn0035344,Cyp4d20,9
ENSMUSG00000115338,Pnp,FBgn0035348,CG16758,18
ENSMUSG00000068417,Pnp2,FBgn0035348,CG16758,15
ENSMUSG00000006717,Acot13,FBgn0035355,CG16985,16
ENSMUSG00000006717,Acot13,FBgn0035356,CG16986,17
ENSMUSG00000027893,Ahcyl1,FBgn0035371,AhcyL1,17
ENSMUSG00000029772,Ahcyl2,FBgn0035371,AhcyL1,16
ENSMUSG00000040112,Mrps35,FBgn0035374,mRpS35,15
ENSMUSG00000020520,Galnt10,FBgn0035375,Pgant6,17
ENSMUSG00000096914,Galntl6,FBgn0035375,Pgant6,12
ENSMUSG00000028607,Cpt2,FBgn0035383,CPT2,17
ENSMUSG00000025184,R3hcc1l,FBgn0035388,CG2162,10
ENSMUSG00000032372,Plscr2,FBgn0035390,scramb2,11
ENSMUSG00000019461,Plscr3,FBgn0035390,scramb2,10
ENSMUSG00000032369,Plscr1,FBgn0035390,scramb2,10
ENSMUSG00000041440,Gk5,FBgn0035392,CG1271,17
ENSMUSG00000029647,Pan3,FBgn0035397,PAN3,14
ENSMUSG00000062778,Chia1,FBgn0035398,Cht7,13
ENSMUSG00000026450,Chit1,FBgn0035398,Cht7,12
ENSMUSG00000027902,Chil6,FBgn0035398,Cht7,11
ENSMUSG00000040809,Chil3,FBgn0035398,Cht7,11
ENSMUSG00000038212,Mfsd14b,FBgn0035400,CG11537,14
ENSMUSG00000089911,Mfsd14a,FBgn0035400,CG11537,14
ENSMUSG00000039740,Alg2,FBgn0035401,Alg2,16
ENSMUSG00000038429,Usp5,FBgn0035402,Usp5,16
ENSMUSG00000056900,Usp13,FBgn0035402,Usp5,13
ENSMUSG00000047388,Atmin,FBgn0035407,Asciz,9
ENSMUSG00000025102,3110040N11Rik,FBgn0035415,CG14966,13
ENSMUSG00000010277,2610507B11Rik,FBgn0035420,hob,15
ENSMUSG00000019822,Smpd2,FBgn0035421,nSMase,16
ENSMUSG00000030432,Rpl28,FBgn0035422,RpL28,16
ENSMUSG00000035530,Eif1,FBgn0035423,eIF1,16
ENSMUSG00000006941,Eif1b,FBgn0035423,eIF1,13
ENSMUSG00000018559,Ctdnep1,FBgn0035426,CG12078,8
ENSMUSG00000026614,Slc30a10,FBgn0035432,ZnT63C,13
ENSMUSG00000037434,Slc30a1,FBgn0035432,ZnT63C,13
ENSMUSG00000026698,Pigc,FBgn0035435,PIG-C,16
ENSMUSG00000004939,Nmrk2,FBgn0035436,CG12016,13
ENSMUSG00000037847,Nmrk1,FBgn0035436,CG12016,12
ENSMUSG00000014601,Strip1,FBgn0035437,Strip,15
ENSMUSG00000039629,Strip2,FBgn0035437,Strip,15
ENSMUSG00000075706,Gpx4,FBgn0035438,PHGPx,13
ENSMUSG00000038280,Ostm1,FBgn0035440,CG14969,14
ENSMUSG00000047843,Bri3,FBgn0035444,CG12012,14
ENSMUSG00000035847,Ids,FBgn0035445,Ids,16
ENSMUSG00000017664,Slc35c2,FBgn0035449,CG14971,15
ENSMUSG00000031864,Ints10,FBgn0035462,IntS10,15
ENSMUSG00000079469,Pigb,FBgn0035464,PIG-B,16
ENSMUSG00000050552,Lamtor4,FBgn0035469,CG14977,14
ENSMUSG00000029617,Ccz1,FBgn0035470,Ccz1,15
ENSMUSG00000031708,Tecr,FBgn0035471,Sc2,15
ENSMUSG00000022427,Tomm22,FBgn0035473,mge,15
ENSMUSG00000074634,Tmem267,FBgn0035475,CG10866,13
ENSMUSG00000028692,Akr1a1,FBgn0035476,CG12766,10
ENSMUSG00000048385,Scrt1,FBgn0035481,CG12605,10
ENSMUSG00000026088,Mitd1,FBgn0035482,CG14985,15
ENSMUSG00000041241,Mul1,FBgn0035483,Mul1,14
ENSMUSG00000028573,Fggy,FBgn0035484,CG11594,15
ENSMUSG00000034958,Atcay,FBgn0035488,CG11593,12
ENSMUSG00000011958,Bnip2,FBgn0035488,CG11593,11
ENSMUSG00000024067,Dpy30,FBgn0035491,Dpy-30L2,11
ENSMUSG00000020284,Cfap410,FBgn0035497,CG14995,12
ENSMUSG00000037712,Fermt2,FBgn0035498,Fit1,16
ENSMUSG00000027356,Fermt1,FBgn0035498,Fit1,14
ENSMUSG00000024965,Fermt3,FBgn0035498,Fit1,13
ENSMUSG00000022658,Tagln3,FBgn0035499,Chd64,11
ENSMUSG00000032085,Tagln,FBgn0035499,Chd64,11
ENSMUSG00000026547,Tagln2,FBgn0035499,Chd64,10
ENSMUSG00000005803,Sqor,FBgn0035515,CG14997,15
ENSMUSG00000045679,Pqlc3,FBgn0035517,CG1265,15
ENSMUSG00000072889,Nfxl1,FBgn0035518,CG15011,16
ENSMUSG00000007036,Abhd16a,FBgn0035519,CG1309,16
ENSMUSG00000055882,Abhd16b,FBgn0035519,CG1309,11
ENSMUSG00000001383,Zmat2,FBgn0035520,CG11586,16
ENSMUSG00000015575,Atp6v0e,FBgn0035521,VhaM9.7-a,14
ENSMUSG00000039347,Atp6v0e2,FBgn0035521,VhaM9.7-a,14
ENSMUSG00000028412,Slc44a1,FBgn0035523,Ctl1,16
ENSMUSG00000039865,Slc44a3,FBgn0035523,Ctl1,13
ENSMUSG00000022247,Brix1,FBgn0035524,CG11583,15
ENSMUSG00000042369,Rbm45,FBgn0035526,CG1316,14
ENSMUSG00000022964,Tmem50b,FBgn0035528,CG15012,17
ENSMUSG00000028822,Tmem50a,FBgn0035528,CG15012,16
ENSMUSG00000032051,Fdx1,FBgn0035529,Fdx2,16
ENSMUSG00000030942,Thumpd1,FBgn0035532,CG15014,15
ENSMUSG00000019487,Trip10,FBgn0035533,Cip4,16
ENSMUSG00000039735,Fnbp1l,FBgn0035533,Cip4,16
ENSMUSG00000075415,Fnbp1,FBgn0035533,Cip4,14
ENSMUSG00000039680,Mrps6,FBgn0035534,mRpS6,13
ENSMUSG00000037525,Bcdin3d,FBgn0035537,CG11342,16
ENSMUSG00000026921,Egfl7,FBgn0035539,slow,10
ENSMUSG00000061455,Stx17,FBgn0035540,Syx17,13
ENSMUSG00000014606,Slc25a11,FBgn0035567,CG7514,14
ENSMUSG00000014606,Slc25a11,FBgn0035568,CG18418,13
ENSMUSG00000047766,Lrrc49,FBgn0035577,CG13708,12
ENSMUSG00000052273,Dnah3,FBgn0035581,Dnah3,13
ENSMUSG00000022890,Atp5j,FBgn0035585,ATPsynCF6L,11
ENSMUSG00000048486,Fitm2,FBgn0035586,Fitm,13
ENSMUSG00000017943,Gdap1l1,FBgn0035587,Gdap1,13
ENSMUSG00000025777,Gdap1,FBgn0035587,Gdap1,13
ENSMUSG00000022210,Dhrs4,FBgn0035588,CG10672,16
ENSMUSG00000022209,Dhrs2,FBgn0035588,CG10672,15
ENSMUSG00000004843,Chmp2b,FBgn0035589,CHMP2B,15
ENSMUSG00000039725,Trp53rka,FBgn0035590,Prpk,16
ENSMUSG00000042854,Trp53rkb,FBgn0035590,Prpk,16
ENSMUSG00000029624,Ptcd1,FBgn0035591,CG4611,15
ENSMUSG00000059355,Wdr83os,FBgn0035592,CG10674,15
ENSMUSG00000046404,Yod1,FBgn0035593,CG4603,17
ENSMUSG00000022551,Cyc1,FBgn0035600,Cyt-c1,16
ENSMUSG00000022674,Ube2v2,FBgn0035601,Uev1A,16
ENSMUSG00000078923,Ube2v1,FBgn0035601,Uev1A,14
ENSMUSG00000052033,Pfdn4,FBgn0035603,Pfdn4,15
ENSMUSG00000028766,Alpl,FBgn0035619,Alp10,14
ENSMUSG00000036500,Akp3,FBgn0035619,Alp10,14
ENSMUSG00000026246,Alppl2,FBgn0035619,Alp10,13
ENSMUSG00000079440,Alpi,FBgn0035619,Alp10,13
ENSMUSG00000036500,Akp3,FBgn0035620,Alp9,17
ENSMUSG00000028766,Alpl,FBgn0035620,Alp9,14
ENSMUSG00000079440,Alpi,FBgn0035620,Alp9,14
ENSMUSG00000025016,Tm9sf3,FBgn0035622,TM9SF3,15
ENSMUSG00000028863,Meaf6,FBgn0035624,Eaf6,12
ENSMUSG00000038151,Prdm1,FBgn0035625,Blimp-1,11
ENSMUSG00000050966,Lin28a,FBgn0035626,lin-28,15
ENSMUSG00000063804,Lin28b,FBgn0035626,lin-28,15
ENSMUSG00000058290,Espl1,FBgn0035627,Sse,8
ENSMUSG00000025364,Pa2g4,FBgn0035630,CG10576,15
ENSMUSG00000024583,Txnl1,FBgn0035631,Txl,14
ENSMUSG00000001755,Coasy,FBgn0035632,Ppat-Dpck,15
ENSMUSG00000020799,Tekt1,FBgn0035638,Tektin-C,13
ENSMUSG00000073016,Uprt,FBgn0035639,kri,17
ENSMUSG00000029910,Mad2l1,FBgn0035640,mad2,15
ENSMUSG00000044519,Zfp488,FBgn0035643,CG13287,8
ENSMUSG00000020974,Pole2,FBgn0035644,DNApol-epsilon58,15
ENSMUSG00000026469,Xpr1,FBgn0035649,CG10483,15
ENSMUSG00000021929,Kpna3,FBgn0035657,alphaKap4,8
ENSMUSG00000046603,Tcaim,FBgn0035674,CG13295,16
ENSMUSG00000091625,Lsm5,FBgn0035675,CG6610,16
ENSMUSG00000000531,Tamalin,FBgn0035676,ssp6,10
ENSMUSG00000035236,Scai,FBgn0035677,CG13293,17
