"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"4142","ENSMUSG00000003779","Kif20a","kinesin family member 20A [Source:MGI Symbol;Acc:MGI:1201682]","2","-0.262460696959594","5","7825","not exclusive","0","","","0.899475963524171","-1.13702610190536","-0.756439392430185","-1.03306644361595","0.733789347192896","","-0.281497554523132","","","","","",""
"5554","ENSMUSG00000044857","Lemd2","LEM domain containing 2 [Source:MGI Symbol;Acc:MGI:2385045]","1","-0.262362120547685","9","4150","not exclusive","0","","-0.910870195505191","-0.621734657143981","0.745518491006117","","","","","","","","","","",""
"5553","ENSMUSG00000026154","Sdhaf4","succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]","1","-0.261884976665053","6","7040","not exclusive","0","","-0.721841591824455","","","0.85488537476629","","-0.918698712936993","","","","","","","",""
"4141","ENSMUSG00000027804","Ppid","peptidylprolyl isomerase D (cyclophilin D) [Source:MGI Symbol;Acc:MGI:1914988]","2","-0.261668857474753","11","2298","not exclusive","1","","0.505786939334285","","-1.02266291718451","-0.590964439728062","","","0.742307701290565","","","-0.942811571086042","","0.303871724677356","",""
"5552","ENSMUSG00000021867","Tmem254b","transmembrane protein 254b [Source:MGI Symbol;Acc:MGI:3710397]","1","-0.260967177550315","7","6064","not exclusive","0","","","-0.83193617278935","","","","0.634701248504859","","","","-0.585666608366454","","","",""
"4140","ENSMUSG00000032763","Ilvbl","ilvB (bacterial acetolactate synthase)-like [Source:MGI Symbol;Acc:MGI:1351911]","2","-0.260859753055073","7","6157","not exclusive","0","","-0.674386529912013","-1.21411439033129","0.722543494327276","-0.655392954220056","","","","-0.428932382383974","","0.685124244189613","","","",""
"5551","ENSMUSG00000006456","Rbm14","RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092]","1","-0.260427953725116","10","3252","not exclusive","1","","","-0.495473934078455","","","","0.342858514080134","","-0.628668441177028","","","","","","0.575571667596207"
"5550","ENSMUSG00000072676","Tmem254a","transmembrane protein 254a [Source:MGI Symbol;Acc:MGI:1196450]","1","-0.260427690324229","5","7844","not exclusive","1","","","-0.820732586922707","","","","0.620136426009196","","","","-0.580686910059177","","","","0.832124930284439"
"5549","ENSMUSG00000029029","Wrap73","WD repeat containing, antisense to Trp73 [Source:MGI Symbol;Acc:MGI:1891749]","1","-0.260295704706548","5","7931","not exclusive","0","","-0.583481833839196","","0.871859696920121","","","","","-0.424478733384974","","-0.905081948522142","","","",""
"5548","ENSMUSG00000024404","Riok3","RIO kinase 3 [Source:MGI Symbol;Acc:MGI:1914128]","1","-0.259869887832413","13","809","not exclusive","0","","-0.367999284808684","","","-0.653850666295077","","","","0.242240287606523","","","","","",""
"2647","ENSMUSG00000042508","Dmtf1","cyclin D binding myb-like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344415]","3","-0.259796738052818","9","3914","not exclusive","1","","1.48162270191057","","-1.72872673498689","-0.599712625706729","-1.55968819639075","-0.467277567804857","0.734097417561094","0.321107839047829","","","","","","0.153931957612939"
"2646","ENSMUSG00000024293","Esco1","establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1925055]","3","-0.259615275613057","7","6182","not exclusive","0","","1.3752076719302","-0.620347111362251","-2.70759680346069","","","-0.714508498296721","","0.335786456978539","","0.77376663053258","","","",""
"2645","ENSMUSG00000051329","Nup160","nucleoporin 160 [Source:MGI Symbol;Acc:MGI:1926227]","3","-0.258787051706143","8","4629","not exclusive","0","","1.97119335134097","0.366557618516378","-1.50043002000551","-0.769304556550731","-1.89898568938932","0.354917898797729","","-0.335457964652524","","","","","",""
"5547","ENSMUSG00000026240","Cops7b","COP9 signalosome subunit 7B [Source:MGI Symbol;Acc:MGI:1349388]","1","-0.258575921494637","8","4999","not exclusive","1","","-1.01672182777571","","","","","-0.529138269451631","0.864844314661137","-0.353287903412341","","","","","","0.930842163970998"
"5546","ENSMUSG00000025487","Psmd13","proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:MGI Symbol;Acc:MGI:1345192]","1","-0.258515915142779","13","578","not exclusive","1","","-0.49659282331679","","0.708586546941646","","","","","","","-0.987541469053192","","0.421196714900274","",""
"4139","ENSMUSG00000026153","Fam135a","family with sequence similarity 135, member A [Source:MGI Symbol;Acc:MGI:1915437]","2","-0.258441809809524","5","7854","not exclusive","0","","","-0.655207708850302","-1.29205747807545","","","-0.459112372017563","","0.437076216346591","","0.677092293549108","","","",""
"5545","ENSMUSG00000001630","Stk38l","serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]","1","-0.258384579226824","4","9014","not exclusive","1","","","","-1.01836175081921","-0.809350409944376","","","1.05255842308312","","","","","0.987485334376222","",""
"5544","ENSMUSG00000036270","Edc4","enhancer of mRNA decapping 4 [Source:MGI Symbol;Acc:MGI:2446249]","1","-0.257862288157531","12","1565","not exclusive","1","","","","","","","0.463925198141457","-0.801612982783341","-0.43589907983071","","","","0.542823621431365","",""
"4138","ENSMUSG00000038774","Ascc3","activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]","2","-0.25782830857642","9","3913","not exclusive","0","","2.40053747743592","0.606463978024029","-2.42591625317653","","-1.47817417006692","","","","","-0.392052575098601","","","",""
"5543","ENSMUSG00000028291","Akirin2","akirin 2 [Source:MGI Symbol;Acc:MGI:1889364]","1","-0.257762225686935","11","2196","not exclusive","0","","","","-0.88735359252944","0.880070807234297","","","","-0.464527235698875","","-0.559238881753722","","","",""
"5542","ENSMUSG00000037761","Actr5","ARP5 actin-related protein 5 [Source:MGI Symbol;Acc:MGI:1924748]","1","-0.257344608958732","3","10509","not exclusive","0","","-1.30278543762207","","","1.08677427186572","","","","-0.556022661119843","","","","","",""
"4137","ENSMUSG00000026743","Mllt10","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 [Source:MGI Symbol;Acc:MGI:1329038]","2","-0.256922724866283","10","3328","not exclusive","1","","0.594453323140002","-0.445983381258114","-0.97761724096963","","-0.825893693194564","","","","","0.37042736795089","","","","0.987730061349693"
"5541","ENSMUSG00000003363","Pld3","phospholipase D family, member 3 [Source:MGI Symbol;Acc:MGI:1333782]","1","-0.256652049477572","13","550","not exclusive","2","","","-0.869983399683915","0.909517919202152","-0.809490667950953","","","","","","","","0.22761048103246","","0.0596765197992192"
"5540","ENSMUSG00000041774","Ydjc","YdjC homolog (bacterial) [Source:MGI Symbol;Acc:MGI:1916351]","1","-0.256324119385069","5","7610","not exclusive","1","","","-1.29032354798038","1.03842080494658","","","","","-0.517069615121407","","","","0.251466562377786","",""
"2644","ENSMUSG00000066571","4931406P16Rik","RIKEN cDNA 4931406P16 gene [Source:MGI Symbol;Acc:MGI:1924311]","3","-0.256227403081698","8","5268","not exclusive","0","","0.484120534008606","-0.596175588834297","-1.89987798606542","","-1.65403035818463","0.601284107064165","","","","1.52731487352139","","","",""
"4136","ENSMUSG00000054364","Rhob","ras homolog family member B [Source:MGI Symbol;Acc:MGI:107949]","2","-0.255693023686932","10","2740","not exclusive","2","","-0.750771219320243","0.654939396288077","","0.770219991285494","","-0.913342273165082","-0.82735773282884","-0.252995874609684","","-0.470543453458243","","0.850215095815409","","0.252649191299498"
"2643","ENSMUSG00000024176","Sox8","SRY (sex determining region Y)-box 8 [Source:MGI Symbol;Acc:MGI:98370]","3","-0.255678440139742","8","5024","not exclusive","1","","-3.47835574028876","0.654200802103469","","","","","-1.31402761504253","-0.607657804891226","0.831317966734501","2.38045175054609","0.853493613824192","","",""
"5539","ENSMUSG00000030603","Psmc4","proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:MGI Symbol;Acc:MGI:1346093]","1","-0.254574541801126","12","1115","not exclusive","0","","","0.374156962677976","","","","","","-0.290948960761865","","-0.846931627319489","","","",""
"4135","ENSMUSG00000041438","Utp4","UTP4 small subunit processome component [Source:MGI Symbol;Acc:MGI:1096573]","2","-0.253763760191986","11","2417","not exclusive","0","","","0.545562466356983","","-0.541757834342191","","0.605214664831888","","","","-1.62407433761462","","","",""
"4134","ENSMUSG00000035107","Dcbld2","discoidin, CUB and LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1920629]","2","-0.253757696828034","9","3918","not exclusive","0","","1.39443175276501","-0.590441319322307","-1.64803448582387","","-1.09860403963494","0.673859607875934","","","","","","","",""
"4133","ENSMUSG00000040188","Scamp2","secretory carrier membrane protein 2 [Source:MGI Symbol;Acc:MGI:1346518]","2","-0.253638683832629","11","2456","not exclusive","1","","-0.979580846498011","-1.21468262166933","","-0.627069378695501","","0.427002708335874","-1.00318338509171","-0.620440706900434","","2.24248344369071","","0.78255768478686","",""
"5538","ENSMUSG00000057649","Brd9","bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317]","1","-0.253173160869232","11","2266","Primary","0","","","-0.739418027448661","","","","","1.38058247605015","","","-1.40068393120919","","","",""
"5537","ENSMUSG00000041958","Pigs","phosphatidylinositol glycan anchor biosynthesis, class S [Source:MGI Symbol;Acc:MGI:2687325]","1","-0.253112073235204","10","3196","not exclusive","1","","","-0.731602095332811","","-0.510916373530909","","0.999888029720493","-0.690401041303539","-0.332528885729252","","","","0.907704341024638","",""
"5536","ENSMUSG00000018909","Arrb1","arrestin, beta 1 [Source:MGI Symbol;Acc:MGI:99473]","1","-0.253061943732532","10","3150","not exclusive","1","","-1.10452620257964","-0.795404836426707","","","","-1.05536933778883","","","","1.94305260186505","","0.849432929213923","",""
"5535","ENSMUSG00000048799","Cep120","centrosomal protein 120 [Source:MGI Symbol;Acc:MGI:2147298]","1","-0.251818546500702","8","5038","not exclusive","0","","-0.606533523480539","-0.471703087820989","-0.882624687717331","","","","1.21328276562549","","","-0.511514199110142","","","",""
"5534","ENSMUSG00000030850","Ate1","arginyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333870]","1","-0.251685526902788","11","2444","not exclusive","0","","","-0.550100020475928","","","","","","0.267758834815209","","-0.472715395047645","","","",""
"768","ENSMUSG00000058756","Thra","thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]","5","-0.251669772958401","13","493","not exclusive","0","-1.93977682273949","-2.52529505385727","0.25943072247587","","0.925227613938298","","-1.51445515037375","1.45363906747474","","0.651234096389295","0.676637343025106","","","",""
"5533","ENSMUSG00000031931","Ankrd49","ankyrin repeat domain 49 [Source:MGI Symbol;Acc:MGI:1930842]","1","-0.251490228185057","5","8240","not exclusive","1","","0.907761405149432","","","-0.491793112718949","","-0.390875912031981","","","","-1.03105329313873","","","","0.75292805354155"
"4132","ENSMUSG00000001507","Itga3","integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602]","2","-0.251238744338966","5","7887","not exclusive","0","","","-2.16791070760167","","","","0.779296894549672","","","","0.634897580035102","","","",""
"4131","ENSMUSG00000020015","Cdk17","cyclin-dependent kinase 17 [Source:MGI Symbol;Acc:MGI:97517]","2","-0.249619435431552","11","2003","not exclusive","0","","","","","0.615193308675345","","-0.659040534073401","0.776506131918056","","-0.564697420952129","-1.41605866272563","","","",""
"4130","ENSMUSG00000032193","Ldlr","low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765]","2","-0.249553290817702","8","4500","not exclusive","0","","","-2.15853001119642","","-0.716582691479541","","1.65489957656356","-1.3120645501961","-0.439023467186848","","1.47398139858913","","","",""
"5532","ENSMUSG00000072680","Tmem254c","transmembrane protein 254c [Source:MGI Symbol;Acc:MGI:3711260]","1","-0.249459788155631","7","6047","not exclusive","0","","","-0.81978693489169","","","","0.646067987469057","","","","-0.57466041704426","","","",""
"4129","ENSMUSG00000022197","Pdzd2","PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394]","2","-0.249225191084651","4","9144","not exclusive","0","","1.49079540967183","-1.35093403527332","-0.957334554260628","","-1.13931912648407","","","0.710666350922923","","","","","",""
"5531","ENSMUSG00000020873","Slc35b1","solute carrier family 35, member B1 [Source:MGI Symbol;Acc:MGI:1343133]","1","-0.249183343149631","11","2156","not exclusive","0","","","-0.590393925975886","","","","0.649083540012109","","","","-0.806239643485115","","","",""
"4128","ENSMUSG00000039191","Rbpj","recombination signal binding protein for immunoglobulin kappa J region [Source:MGI Symbol;Acc:MGI:96522]","2","-0.249137706200823","8","4836","not exclusive","0","","","1.12081490112318","-1.06633050115617","","-1.16695128447496","-0.498365430554396","","","","0.365143784058228","","","",""
"5530","ENSMUSG00000027131","Emc4","ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282]","1","-0.248795770743437","11","2092","not exclusive","0","","1.45300311890696","-1.017847893395","","","","","","","","-1.18154253774227","","","",""
"5529","ENSMUSG00000021177","Tdp1","tyrosyl-DNA phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1920036]","1","-0.248618741421517","7","6164","Primary","1","","","0.4756276642132","","-0.604387405506508","","","","","","-0.617096482971242","","","","0.933073061907418"
"5528","ENSMUSG00000031168","Ebp","phenylalkylamine Ca2+ antagonist (emopamil) binding protein [Source:MGI Symbol;Acc:MGI:107822]","1","-0.24847816771073","7","5863","not exclusive","0","","","-1.52685299779159","","","","1.02989666237013","","","","","","","",""
"5527","ENSMUSG00000048240","Gng7","guanine nucleotide binding protein (G protein), gamma 7 [Source:MGI Symbol;Acc:MGI:95787]","1","-0.248392386412503","3","10008","Primary","3","-2.18894941493628","","-1.27862718545996","","","","","","","","2.72239944115874","","0.17520531873289","0.477124183006536","0.0920245398773006"
"2642","ENSMUSG00000038718","Pbx3","pre B cell leukemia homeobox 3 [Source:MGI Symbol;Acc:MGI:97496]","3","-0.247967278873191","9","3814","not exclusive","0","","-2.58056524706572","1.73277511571869","","0.610844356895299","","-2.2974935762816","","","","1.29460295636737","","","",""
"5526","ENSMUSG00000054728","Phactr1","phosphatase and actin regulator 1 [Source:MGI Symbol;Acc:MGI:2659021]","1","-0.247519245020145","11","2395","not exclusive","2","","-0.621187326758562","-1.35296210344287","","","","","","","","1.231591695141","","0.499413375048885","","0.895147796988288"
"1463","ENSMUSG00000027533","Fabp5","fatty acid binding protein 5, epidermal [Source:MGI Symbol;Acc:MGI:101790]","4","-0.246895973921757","15","184","not exclusive","1","","-1.92079097427865","0.473550243596962","1.01961334097698","","","-2.60157066444418","","","0.476501449521927","1.07132076109642","","0.65467344544388","",""
"2641","ENSMUSG00000020546","Stxbp4","syntaxin binding protein 4 [Source:MGI Symbol;Acc:MGI:1342296]","3","-0.246862049748337","6","7074","not exclusive","1","","","0.584444378390695","-1.87585293688723","","","-1.27454050147537","","0.321194927700691","","1.01044388352954","","0.0383261634728197","",""
"4127","ENSMUSG00000066878","Gm10184","predicted pseudogene 10184 [Source:MGI Symbol;Acc:MGI:3704480]","2","-0.246843755518402","8","4517","not exclusive","0","","0.587943997178629","-0.546110437806092","-0.847420334089206","","-0.766397331164077","0.362020124736417","","-0.271098551966079","","","","","",""
"5525","ENSMUSG00000075054","Yae1d1","Yae1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914258]","1","-0.246682870073034","4","9143","not exclusive","0","","","","","","","-0.848243199243351","","","","0.354877459097283","","","",""
"5524","ENSMUSG00000000563","Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1 [Source:MGI Symbol;Acc:MGI:1100495]","1","-0.245989207515399","15","130","not exclusive","2","","","","","","","","","0.236073894743499","","-0.728052309774297","","0.0895580758701603","","0.861684327941997"
"6776","ENSMUSG00000013593","Ndufs2","NADH:ubiquinone oxidoreductase core subunit S2 [Source:MGI Symbol;Acc:MGI:2385112]","0","-0.24583300326087","14","285","not exclusive","0","","","","","","","","","-0.288474658823425","","-0.203191347698315","","","",""
"5523","ENSMUSG00000025358","Cdk2","cyclin-dependent kinase 2 [Source:MGI Symbol;Acc:MGI:104772]","1","-0.245624874745152","5","7951","not exclusive","0","","","-0.475543675809783","","","","0.852138705771945","-1.06699439261297","-0.292100136329797","","","","","",""
"4126","ENSMUSG00000029655","N4bp2l2","NEDD4 binding protein 2-like 2 [Source:MGI Symbol;Acc:MGI:2687207]","2","-0.245511593535238","10","2926","not exclusive","0","","0.703045783851509","-0.412001069237235","-1.38219942372428","","","-0.630895982021448","","0.494492723455259","","","","","",""
"5522","ENSMUSG00000015711","Prune1","prune exopolyphosphatase [Source:MGI Symbol;Acc:MGI:1925152]","1","-0.245495084073623","7","5713","not exclusive","1","","","","","-0.462722019026763","","0.396479670935249","","","","-0.670242904129357","","","","0.315672058003346"
"2640","ENSMUSG00000031229","Atrx","ATRX, chromatin remodeler [Source:MGI Symbol;Acc:MGI:103067]","3","-0.245443082195305","13","537","not exclusive","2","","1.41632966741772","","-2.60633106904431","","-1.48800974581963","-0.750518861202522","1.9289641372223","0.6205832407337","","-0.839118944674401","","0.713335940555338","","0.911879531511433"
"5521","ENSMUSG00000036095","Dgkb","diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]","1","-0.245065960762831","4","8660","not exclusive","1","","","","","","","","","0.927629448794908","-0.584518765405011","-1.07830856567839","","0.951896754008604","",""
"5520","ENSMUSG00000079316","Rab9","RAB9, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1890695]","1","-0.245029585426743","11","2464","Primary","0","","","","","","","","-0.947846363735693","","","0.457787192882208","","","",""
"5519","ENSMUSG00000050705","2310061I04Rik","RIKEN cDNA 2310061I04 gene [Source:MGI Symbol;Acc:MGI:1916912]","1","-0.244949607707144","6","6946","not exclusive","1","","-0.914620011695719","","0.764939608060543","","","","","","","-0.585168419486257","","0.144700821274932","",""
"5518","ENSMUSG00000021468","Sptlc1","serine palmitoyltransferase, long chain base subunit 1 [Source:MGI Symbol;Acc:MGI:1099431]","1","-0.244623949184852","8","5021","not exclusive","1","","","-1.2006029507038","","","","0.711355052334102","","","","","","0.328509972624169","",""
"5517","ENSMUSG00000024947","Men1","multiple endocrine neoplasia 1 [Source:MGI Symbol;Acc:MGI:1316736]","1","-0.244600989658679","10","3060","not exclusive","2","","","-0.340280729746671","","","","0.692373282683587","","-0.613761807335375","","-0.716734704236258","","0.56902620258115","","0.465142219743447"
"5516","ENSMUSG00000016921","Srsf6","serine/arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]","1","-0.24417104047355","12","1200","Primary","1","","","-1.00996599739438","","0.714434813178036","","","","","","-0.436981937204305","","0.0484943292921392","",""
"4125","ENSMUSG00000052751","Repin1","replication initiator 1 [Source:MGI Symbol;Acc:MGI:1889817]","2","-0.24363462313506","5","7906","not exclusive","0","","-1.26151113622579","-0.589778981235254","","0.67062166019578","","","-0.924093722962209","-0.366736521565512","","1.00969096298263","","","",""
"4124","ENSMUSG00000074212","Dnajb14","DnaJ heat shock protein family (Hsp40) member B14 [Source:MGI Symbol;Acc:MGI:1917854]","2","-0.243568860603259","4","8842","not exclusive","0","","0.756761919890292","-0.743561619975647","","","-0.944548899409059","0.364209614066519","","","","-0.650705317588399","","","",""
"5515","ENSMUSG00000022151","Ttc33","tetratricopeptide repeat domain 33 [Source:MGI Symbol;Acc:MGI:1914765]","1","-0.243424877403962","7","5712","not exclusive","0","","","","","","","-0.449222559517182","","0.376559843222496","","-0.657611915917199","","","",""
"4123","ENSMUSG00000027351","Spred1","sprouty protein with EVH-1 domain 1, related sequence [Source:MGI Symbol;Acc:MGI:2150016]","2","-0.243075357672059","8","5007","not exclusive","0","","","","-1.05725766296982","0.602540871548145","-0.961752443018134","-0.851233219207997","","","","1.05232566528751","","","",""
"5514","ENSMUSG00000074064","Mlycd","malonyl-CoA decarboxylase [Source:MGI Symbol;Acc:MGI:1928485]","1","-0.24290804302109","4","9280","not exclusive","0","","-0.701319397536973","-0.618697974559627","0.858623534582649","","","","","","","-0.51023833457041","","","",""
"4122","ENSMUSG00000041852","Tcf20","transcription factor 20 [Source:MGI Symbol;Acc:MGI:108399]","2","-0.242619105599437","10","2765","not exclusive","0","","0.420197874291507","-1.22330211851791","-0.741270243340958","-0.390759727216551","","-0.673155628742556","","-0.371988804419354","","1.28194490874977","","","",""
"5513","ENSMUSG00000021639","Gtf2h2","general transcription factor II H, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1345669]","1","-0.242536320818426","8","5211","not exclusive","0","","0.571157514356076","-0.828288701636844","","-0.470477775174509","","","","","","","","","",""
"4121","ENSMUSG00000052934","Fbxo31","F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]","2","-0.242123756047693","10","3002","not exclusive","1","","-1.29642055671801","-0.977955561892092","","0.704330804023881","","-0.573354542681574","","-0.387968704420998","","1.07862602540263","","0.606570199452483","",""
"5512","ENSMUSG00000029610","Aimp2","aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Source:MGI Symbol;Acc:MGI:2385237]","1","-0.242002175506012","8","4867","not exclusive","0","","","","","","","0.441195284188028","","","","-0.925199635200052","","","",""
"4120","ENSMUSG00000036430","Tbcc","tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976]","2","-0.241793720954944","5","7938","not exclusive","0","","-0.733808761842759","","1.13882746130306","1.3887977171382","","-0.505736200672879","-1.49416995863691","-0.353254670714475","","-1.13321163325885","","","",""
"5511","ENSMUSG00000063382","Bcl9l","B cell CLL/lymphoma 9-like [Source:MGI Symbol;Acc:MGI:1933114]","1","-0.241618212903283","7","6206","Primary","1","","","-0.858222464528033","","","","","-1.28739671577325","","","1.42076454159143","","","0.843137254901961",""
"5510","ENSMUSG00000024098","Twsg1","twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520]","1","-0.241350664433318","12","1438","Non-primary","0","","","","","","-0.928369124188874","0.445667795322239","","","","","","","",""
"5509","ENSMUSG00000068040","Tm9sf4","transmembrane 9 superfamily protein member 4 [Source:MGI Symbol;Acc:MGI:2139220]","1","-0.240237086015947","12","1490","not exclusive","0","","","-0.442805478715498","","-0.905750770593887","","0.795270756400318","","-0.407662851154723","","","","","",""
"5508","ENSMUSG00000032612","Usp4","ubiquitin specific peptidase 4 (proto-oncogene) [Source:MGI Symbol;Acc:MGI:98905]","1","-0.24022157396805","12","1304","not exclusive","1","","-0.561263612186891","0.307005507358905","","-0.466406617076163","","","","","","","","0.734845522096206","",""
"5507","ENSMUSG00000025579","Gaa","glucosidase, alpha, acid [Source:MGI Symbol;Acc:MGI:95609]","1","-0.240200487650001","12","990","not exclusive","2","","-0.878230390392632","","","-0.615299881002834","","1.19654805381315","","-0.305689638596879","","-0.598330582070807","","0.25185764567853","","0.0702732849972114"
"4119","ENSMUSG00000022205","Sub1","SUB1 homolog, transcriptional regulator [Source:MGI Symbol;Acc:MGI:104811]","2","-0.240117780082265","15","143","not exclusive","0","","-0.416620283980798","0.403324204161239","","","","-0.647198996671187","","0.420001199674403","-0.458464640394563","-0.741748163282683","","","",""
"5506","ENSMUSG00000020850","Prpf8","pre-mRNA processing factor 8 [Source:MGI Symbol;Acc:MGI:2179381]","1","-0.239894005778804","10","2590","not exclusive","3","","","","-0.742263287122303","","","0.311786932206165","","-0.34632688451469","","-0.182772783684388","","0.642940946421588","0.777777777777778","0.995538204127161"
"4118","ENSMUSG00000092074","Dynlt1a","dynein light chain Tctex-type 1A [Source:MGI Symbol;Acc:MGI:3807506]","2","-0.23974730937128","11","2038","not exclusive","0","","-0.714603250368623","","","","","-1.14862299123182","","0.283101728789136","","0.621135275326184","","","",""
"5505","ENSMUSG00000028563","Tm2d1","TM2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2137022]","1","-0.239729008872735","8","4911","not exclusive","0","","","-0.57194977347816","","","","","","0.504732066567602","","-0.651969319707647","","","",""
"4117","ENSMUSG00000024190","Dusp1","dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]","2","-0.239614998614039","7","5811","not exclusive","0","","-0.584396715444478","-0.643689002308779","","","","-0.918450650056588","-1.24924386421984","","0.450987500300332","1.50710274004512","","","",""
"4116","ENSMUSG00000038205","Prkab2","protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1336185]","2","-0.239355573826581","5","7987","not exclusive","1","","0.852219546352525","","-1.48601271315183","","","0.672943355086311","","","","-0.996572483593334","","","","0.615727830451757"
"5504","ENSMUSG00000063801","Ap3s2","adaptor-related protein complex 3, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1337060]","1","-0.239312336747099","9","4198","not exclusive","2","","-0.589691454203124","-0.422267257488493","","","","-0.618439841313069","","","","0.673149206016292","","0.0817364098552992","","0.443390964863357"
"4115","ENSMUSG00000029918","Mrps33","mitochondrial ribosomal protein S33 [Source:MGI Symbol;Acc:MGI:1338046]","2","-0.239105527394461","12","1368","not exclusive","1","","","0.55861748546898","","0.564616707336021","","-0.666082086892652","","","-0.507338587326253","-1.1453411555584","","","","0.104294478527607"
"5503","ENSMUSG00000026960","Arl6ip6","ADP-ribosylation factor-like 6 interacting protein 6 [Source:MGI Symbol;Acc:MGI:1929507]","1","-0.238650857961996","5","7693","not exclusive","1","","0.566329959857525","","","","","","-1.04363167578152","","","","","","","0.385945343000558"
"5502","ENSMUSG00000026121","Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:MGI Symbol;Acc:MGI:109252]","1","-0.238642167472113","7","5676","not exclusive","0","","-0.499779974325149","-0.831014084502624","","","","0.868888305546196","","-0.492662916606877","","","","","",""
"5501","ENSMUSG00000060475","Wtap","Wilms tumour 1-associating protein [Source:MGI Symbol;Acc:MGI:1926395]","1","-0.238571238204219","13","778","not exclusive","0","","0.684341587907944","-0.801527150097937","","","","-0.36083181606937","","-0.255077289649233","","-0.459761523112498","","","",""
"4114","ENSMUSG00000032216","Nedd4","neural precursor cell expressed, developmentally down-regulated 4 [Source:MGI Symbol;Acc:MGI:97297]","2","-0.238445973445441","13","451","not exclusive","2","","0.668444185664702","0.336499479053268","-0.934784641814593","","-1.02394291668514","","","","","","","0.482596793116934","","0.427774679308422"
"5500","ENSMUSG00000035297","Cops4","COP9 signalosome subunit 4 [Source:MGI Symbol;Acc:MGI:1349414]","1","-0.237954482294046","12","1412","Primary","0","","","0.481262131302182","","","","","","","","-0.957171095890274","","","",""
"5499","ENSMUSG00000038633","Degs1","delta(4)-desaturase, sphingolipid 1 [Source:MGI Symbol;Acc:MGI:1097711]","1","-0.237771695603544","13","811","not exclusive","0","","","-1.00540234368083","","","","0.598349384656056","","-0.306262127785857","","","","","",""
"5498","ENSMUSG00000035505","Cox18","cytochrome c oxidase assembly protein 18 [Source:MGI Symbol;Acc:MGI:2448532]","1","-0.237619511554226","7","6207","not exclusive","0","","","","","","","0.874653595904512","","","","-1.34989261901296","","","",""
"5497","ENSMUSG00000031672","Got2","glutamatic-oxaloacetic transaminase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:95792]","1","-0.237440973454756","14","304","not exclusive","1","","","-0.328571029006929","","","","0.649443149165246","","-0.355823286882567","","-0.914812727094775","","0.433320297223309","",""
