ontology,GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment
BP,GO:0043038,amino acid activation,58,0,0.14,1.00000,1,1,0
BP,GO:0043039,tRNA aminoacylation,57,0,0.14,1.00000,1,1,0
BP,GO:0043046,DNA methylation involved in gamete gener...,20,0,0.05,1.00000,1,1,0
BP,GO:0043094,cellular metabolic compound salvage,28,0,0.07,1.00000,1,1,0
BP,GO:0043114,regulation of vascular permeability,52,0,0.12,1.00000,1,1,0
BP,GO:0043117,positive regulation of vascular permeabi...,20,0,0.05,1.00000,1,1,0
BP,GO:0043153,entrainment of circadian clock by photop...,29,0,0.07,1.00000,1,1,0
BP,GO:0043154,negative regulation of cysteine-type end...,89,0,0.21,1.00000,1,1,0
BP,GO:0043162,ubiquitin-dependent protein catabolic pr...,24,0,0.06,1.00000,1,1,0
BP,GO:0043171,peptide catabolic process,33,0,0.08,1.00000,1,1,0
BP,GO:0043243,positive regulation of protein-containin...,45,0,0.11,1.00000,1,1,0
BP,GO:0043255,regulation of carbohydrate biosynthetic ...,100,0,0.24,1.00000,1,1,0
BP,GO:0043280,positive regulation of cysteine-type end...,151,0,0.36,1.00000,1,1,0
BP,GO:0043281,regulation of cysteine-type endopeptidas...,235,0,0.56,1.00000,1,1,0
BP,GO:0043299,leukocyte degranulation,83,0,0.2,1.00000,1,1,0
BP,GO:0043300,regulation of leukocyte degranulation,53,0,0.13,1.00000,1,1,0
BP,GO:0043302,positive regulation of leukocyte degranu...,30,0,0.07,1.00000,1,1,0
BP,GO:0043303,mast cell degranulation,50,0,0.12,1.00000,1,1,0
BP,GO:0043304,regulation of mast cell degranulation,31,0,0.07,1.00000,1,1,0
BP,GO:0043330,response to exogenous dsRNA,58,0,0.14,1.00000,1,1,0
BP,GO:0043331,response to dsRNA,64,0,0.15,1.00000,1,1,0
BP,GO:0043367,"CD4-positive, alpha-beta T cell differen...",95,0,0.23,1.00000,1,1,0
BP,GO:0043368,positive T cell selection,39,0,0.09,1.00000,1,1,0
BP,GO:0043369,"CD4-positive or CD8-positive, alpha-beta...",23,0,0.06,1.00000,1,1,0
BP,GO:0043370,"regulation of CD4-positive, alpha-beta T...",63,0,0.15,1.00000,1,1,0
BP,GO:0043371,"negative regulation of CD4-positive, alp...",22,0,0.05,1.00000,1,1,0
BP,GO:0043372,"positive regulation of CD4-positive, alp...",44,0,0.11,1.00000,1,1,0
BP,GO:0043373,"CD4-positive, alpha-beta T cell lineage ...",21,0,0.05,1.00000,1,1,0
BP,GO:0043379,memory T cell differentiation,25,0,0.06,1.00000,1,1,0
BP,GO:0043380,regulation of memory T cell differentiat...,24,0,0.06,1.00000,1,1,0
BP,GO:0043382,positive regulation of memory T cell dif...,21,0,0.05,1.00000,1,1,0
BP,GO:0043392,negative regulation of DNA binding,53,0,0.13,1.00000,1,1,0
BP,GO:0043403,skeletal muscle tissue regeneration,37,0,0.09,1.00000,1,1,0
BP,GO:0043405,regulation of MAP kinase activity,203,0,0.49,1.00000,1,1,0
BP,GO:0043406,positive regulation of MAP kinase activi...,130,0,0.31,1.00000,1,1,0
BP,GO:0043407,negative regulation of MAP kinase activi...,60,0,0.14,1.00000,1,1,0
BP,GO:0043413,macromolecule glycosylation,240,0,0.57,1.00000,1,1,0
BP,GO:0043433,negative regulation of DNA-binding trans...,214,0,0.51,1.00000,1,1,0
BP,GO:0043457,regulation of cellular respiration,49,0,0.12,1.00000,1,1,0
BP,GO:0043462,regulation of ATPase activity,49,0,0.12,1.00000,1,1,0
BP,GO:0043467,regulation of generation of precursor me...,134,0,0.32,1.00000,1,1,0
BP,GO:0043470,regulation of carbohydrate catabolic pro...,58,0,0.14,1.00000,1,1,0
BP,GO:0043473,pigmentation,101,0,0.24,1.00000,1,1,0
BP,GO:0043486,histone exchange,23,0,0.06,1.00000,1,1,0
BP,GO:0043489,RNA stabilization,68,0,0.16,1.00000,1,1,0
BP,GO:0043500,muscle adaptation,134,0,0.32,1.00000,1,1,0
BP,GO:0043501,skeletal muscle adaptation,26,0,0.06,1.00000,1,1,0
BP,GO:0043502,regulation of muscle adaptation,111,0,0.27,1.00000,1,1,0
BP,GO:0043506,regulation of JUN kinase activity,79,0,0.19,1.00000,1,1,0
BP,GO:0043507,positive regulation of JUN kinase activi...,56,0,0.13,1.00000,1,1,0
BP,GO:0043516,"regulation of DNA damage response, signa...",35,0,0.08,1.00000,1,1,0
BP,GO:0043537,negative regulation of blood vessel endo...,91,0,0.22,1.00000,1,1,0
BP,GO:0043555,regulation of translation in response to...,22,0,0.05,1.00000,1,1,0
BP,GO:0043567,regulation of insulin-like growth factor...,24,0,0.06,1.00000,1,1,0
BP,GO:0043574,peroxisomal transport,23,0,0.06,1.00000,1,1,0
BP,GO:0043576,regulation of respiratory gaseous exchan...,22,0,0.05,1.00000,1,1,0
BP,GO:0043618,regulation of transcription from RNA pol...,57,0,0.14,1.00000,1,1,0
BP,GO:0043620,regulation of DNA-templated transcriptio...,64,0,0.15,1.00000,1,1,0
BP,GO:0043627,response to estrogen,77,0,0.18,1.00000,1,1,0
BP,GO:0043628,ncRNA 3'-end processing,52,0,0.12,1.00000,1,1,0
BP,GO:0043631,RNA polyadenylation,56,0,0.13,1.00000,1,1,0
BP,GO:0043647,inositol phosphate metabolic process,56,0,0.13,1.00000,1,1,0
BP,GO:0043648,dicarboxylic acid metabolic process,101,0,0.24,1.00000,1,1,0
BP,GO:0043651,linoleic acid metabolic process,21,0,0.05,1.00000,1,1,0
BP,GO:0043652,engulfment of apoptotic cell,20,0,0.05,1.00000,1,1,0
BP,GO:0043687,post-translational protein modification,41,0,0.1,1.00000,1,1,0
BP,GO:0043691,reverse cholesterol transport,27,0,0.06,1.00000,1,1,0
BP,GO:0043903,regulation of biological process involve...,113,0,0.27,1.00000,1,1,0
BP,GO:0043931,ossification involved in bone maturation,26,0,0.06,1.00000,1,1,0
BP,GO:0043949,regulation of cAMP-mediated signaling,39,0,0.09,1.00000,1,1,0
BP,GO:0043966,histone H3 acetylation,65,0,0.16,1.00000,1,1,0
BP,GO:0043967,histone H4 acetylation,71,0,0.17,1.00000,1,1,0
BP,GO:0043984,histone H4-K16 acetylation,22,0,0.05,1.00000,1,1,0
BP,GO:0044003,modulation by symbiont of host process,21,0,0.05,1.00000,1,1,0
BP,GO:0044042,glucan metabolic process,76,0,0.18,1.00000,1,1,0
BP,GO:0044062,regulation of excretion,24,0,0.06,1.00000,1,1,0
BP,GO:0044070,regulation of anion transport,91,0,0.22,1.00000,1,1,0
BP,GO:0044088,regulation of vacuole organization,60,0,0.14,1.00000,1,1,0
BP,GO:0044091,membrane biogenesis,67,0,0.16,1.00000,1,1,0
BP,GO:0044106,cellular amine metabolic process,120,0,0.29,1.00000,1,1,0
BP,GO:0044241,lipid digestion,21,0,0.05,1.00000,1,1,0
BP,GO:0044247,cellular polysaccharide catabolic proces...,20,0,0.05,1.00000,1,1,0
BP,GO:0044262,cellular carbohydrate metabolic process,292,0,0.7,1.00000,1,1,0
BP,GO:0044264,cellular polysaccharide metabolic proces...,100,0,0.24,1.00000,1,1,0
BP,GO:0044272,sulfur compound biosynthetic process,162,0,0.39,1.00000,1,1,0
BP,GO:0044273,sulfur compound catabolic process,36,0,0.09,1.00000,1,1,0
BP,GO:0044275,cellular carbohydrate catabolic process,42,0,0.1,1.00000,1,1,0
BP,GO:0044319,"wound healing, spreading of cells",41,0,0.1,1.00000,1,1,0
BP,GO:0044320,cellular response to leptin stimulus,20,0,0.05,1.00000,1,1,0
BP,GO:0044321,response to leptin,25,0,0.06,1.00000,1,1,0
BP,GO:0044331,cell-cell adhesion mediated by cadherin,43,0,0.1,1.00000,1,1,0
BP,GO:0044342,type B pancreatic cell proliferation,21,0,0.05,1.00000,1,1,0
BP,GO:0044346,fibroblast apoptotic process,22,0,0.05,1.00000,1,1,0
BP,GO:0044458,motile cilium assembly,48,0,0.11,1.00000,1,1,0
BP,GO:0044546,NLRP3 inflammasome complex assembly,25,0,0.06,1.00000,1,1,0
BP,GO:0044550,secondary metabolite biosynthetic proces...,29,0,0.07,1.00000,1,1,0
BP,GO:0044743,protein transmembrane import into intrac...,38,0,0.09,1.00000,1,1,0
BP,GO:0044766,multi-organism transport,28,0,0.07,1.00000,1,1,0
BP,GO:0044788,modulation by host of viral process,32,0,0.08,1.00000,1,1,0
BP,GO:0044818,mitotic G2/M transition checkpoint,55,0,0.13,1.00000,1,1,0
BP,GO:0044827,modulation by host of viral genome repli...,20,0,0.05,1.00000,1,1,0
BP,GO:0045017,glycerolipid biosynthetic process,290,0,0.69,1.00000,1,1,0
BP,GO:0045022,early endosome to late endosome transpor...,42,0,0.1,1.00000,1,1,0
BP,GO:0045023,G0 to G1 transition,22,0,0.05,1.00000,1,1,0
BP,GO:0045026,plasma membrane fusion,32,0,0.08,1.00000,1,1,0
BP,GO:0045047,protein targeting to ER,41,0,0.1,1.00000,1,1,0
BP,GO:0045048,protein insertion into ER membrane,29,0,0.07,1.00000,1,1,0
BP,GO:0045058,T cell selection,52,0,0.12,1.00000,1,1,0
BP,GO:0045061,thymic T cell selection,23,0,0.06,1.00000,1,1,0
BP,GO:0045063,T-helper 1 cell differentiation,20,0,0.05,1.00000,1,1,0
BP,GO:0045066,regulatory T cell differentiation,58,0,0.14,1.00000,1,1,0
BP,GO:0045069,regulation of viral genome replication,94,0,0.23,1.00000,1,1,0
BP,GO:0045070,positive regulation of viral genome repl...,31,0,0.07,1.00000,1,1,0
BP,GO:0045071,negative regulation of viral genome repl...,65,0,0.16,1.00000,1,1,0
BP,GO:0045089,positive regulation of innate immune res...,216,0,0.52,1.00000,1,1,0
BP,GO:0045091,regulation of single stranded viral RNA ...,20,0,0.05,1.00000,1,1,0
BP,GO:0045116,protein neddylation,26,0,0.06,1.00000,1,1,0
BP,GO:0045123,cellular extravasation,88,0,0.21,1.00000,1,1,0
BP,GO:0045124,regulation of bone resorption,47,0,0.11,1.00000,1,1,0
BP,GO:0045185,maintenance of protein location,95,0,0.23,1.00000,1,1,0
BP,GO:0045190,isotype switching,51,0,0.12,1.00000,1,1,0
BP,GO:0045191,regulation of isotype switching,38,0,0.09,1.00000,1,1,0
BP,GO:0045214,sarcomere organization,44,0,0.11,1.00000,1,1,0
BP,GO:0045292,"mRNA cis splicing, via spliceosome",43,0,0.1,1.00000,1,1,0
BP,GO:0045324,late endosome to vacuole transport,27,0,0.06,1.00000,1,1,0
BP,GO:0045332,phospholipid translocation,53,0,0.13,1.00000,1,1,0
BP,GO:0045333,cellular respiration,249,0,0.6,1.00000,1,1,0
BP,GO:0045428,regulation of nitric oxide biosynthetic ...,80,0,0.19,1.00000,1,1,0
BP,GO:0045429,positive regulation of nitric oxide bios...,58,0,0.14,1.00000,1,1,0
BP,GO:0045444,fat cell differentiation,258,0,0.62,1.00000,1,1,0
BP,GO:0045445,myoblast differentiation,97,0,0.23,1.00000,1,1,0
BP,GO:0045454,cell redox homeostasis,35,0,0.08,1.00000,1,1,0
BP,GO:0045494,photoreceptor cell maintenance,44,0,0.11,1.00000,1,1,0
BP,GO:0045576,mast cell activation,64,0,0.15,1.00000,1,1,0
BP,GO:0045577,regulation of B cell differentiation,31,0,0.07,1.00000,1,1,0
BP,GO:0045581,negative regulation of T cell differenti...,51,0,0.12,1.00000,1,1,0
BP,GO:0045582,positive regulation of T cell differenti...,119,0,0.29,1.00000,1,1,0
BP,GO:0045589,regulation of regulatory T cell differen...,55,0,0.13,1.00000,1,1,0
BP,GO:0045591,positive regulation of regulatory T cell...,44,0,0.11,1.00000,1,1,0
BP,GO:0045598,regulation of fat cell differentiation,159,0,0.38,1.00000,1,1,0
BP,GO:0045599,negative regulation of fat cell differen...,67,0,0.16,1.00000,1,1,0
BP,GO:0045600,positive regulation of fat cell differen...,68,0,0.16,1.00000,1,1,0
BP,GO:0045604,regulation of epidermal cell differentia...,61,0,0.15,1.00000,1,1,0
BP,GO:0045606,positive regulation of epidermal cell di...,27,0,0.06,1.00000,1,1,0
BP,GO:0045616,regulation of keratinocyte differentiati...,38,0,0.09,1.00000,1,1,0
BP,GO:0045620,negative regulation of lymphocyte differ...,59,0,0.14,1.00000,1,1,0
BP,GO:0045621,positive regulation of lymphocyte differ...,133,0,0.32,1.00000,1,1,0
BP,GO:0045622,regulation of T-helper cell differentiat...,51,0,0.12,1.00000,1,1,0
BP,GO:0045624,positive regulation of T-helper cell dif...,22,0,0.05,1.00000,1,1,0
BP,GO:0045639,positive regulation of myeloid cell diff...,125,0,0.3,1.00000,1,1,0
BP,GO:0045646,regulation of erythrocyte differentiatio...,59,0,0.14,1.00000,1,1,0
BP,GO:0045648,positive regulation of erythrocyte diffe...,42,0,0.1,1.00000,1,1,0
BP,GO:0045649,regulation of macrophage differentiation,25,0,0.06,1.00000,1,1,0
BP,GO:0045652,regulation of megakaryocyte differentiat...,37,0,0.09,1.00000,1,1,0
BP,GO:0045655,regulation of monocyte differentiation,28,0,0.07,1.00000,1,1,0
BP,GO:0045661,regulation of myoblast differentiation,60,0,0.14,1.00000,1,1,0
BP,GO:0045662,negative regulation of myoblast differen...,32,0,0.08,1.00000,1,1,0
BP,GO:0045663,positive regulation of myoblast differen...,22,0,0.05,1.00000,1,1,0
BP,GO:0045664,regulation of neuron differentiation,201,0,0.48,1.00000,1,1,0
BP,GO:0045665,negative regulation of neuron differenti...,72,0,0.17,1.00000,1,1,0
BP,GO:0045666,positive regulation of neuron differenti...,96,0,0.23,1.00000,1,1,0
BP,GO:0045668,negative regulation of osteoblast differ...,64,0,0.15,1.00000,1,1,0
BP,GO:0045672,positive regulation of osteoclast differ...,33,0,0.08,1.00000,1,1,0
BP,GO:0045682,regulation of epidermis development,68,0,0.16,1.00000,1,1,0
BP,GO:0045684,positive regulation of epidermis develop...,32,0,0.08,1.00000,1,1,0
BP,GO:0045687,positive regulation of glial cell differ...,42,0,0.1,1.00000,1,1,0
BP,GO:0045717,negative regulation of fatty acid biosyn...,21,0,0.05,1.00000,1,1,0
BP,GO:0045723,positive regulation of fatty acid biosyn...,23,0,0.06,1.00000,1,1,0
BP,GO:0045724,positive regulation of cilium assembly,24,0,0.06,1.00000,1,1,0
BP,GO:0045730,respiratory burst,38,0,0.09,1.00000,1,1,0
BP,GO:0045736,negative regulation of cyclin-dependent ...,35,0,0.08,1.00000,1,1,0
BP,GO:0045737,positive regulation of cyclin-dependent ...,29,0,0.07,1.00000,1,1,0
BP,GO:0045739,positive regulation of DNA repair,74,0,0.18,1.00000,1,1,0
BP,GO:0045742,positive regulation of epidermal growth ...,37,0,0.09,1.00000,1,1,0
BP,GO:0045744,negative regulation of G protein-coupled...,58,0,0.14,1.00000,1,1,0
BP,GO:0045745,positive regulation of G protein-coupled...,27,0,0.06,1.00000,1,1,0
BP,GO:0045746,negative regulation of Notch signaling p...,37,0,0.09,1.00000,1,1,0
BP,GO:0045747,positive regulation of Notch signaling p...,49,0,0.12,1.00000,1,1,0
BP,GO:0045761,regulation of adenylate cyclase activity,38,0,0.09,1.00000,1,1,0
BP,GO:0045776,negative regulation of blood pressure,44,0,0.11,1.00000,1,1,0
BP,GO:0045777,positive regulation of blood pressure,40,0,0.1,1.00000,1,1,0
BP,GO:0045780,positive regulation of bone resorption,21,0,0.05,1.00000,1,1,0
BP,GO:0045822,negative regulation of heart contraction,25,0,0.06,1.00000,1,1,0
BP,GO:0045823,positive regulation of heart contraction,41,0,0.1,1.00000,1,1,0
BP,GO:0045824,negative regulation of innate immune res...,150,0,0.36,1.00000,1,1,0
BP,GO:0045830,positive regulation of isotype switching,28,0,0.07,1.00000,1,1,0
BP,GO:0045840,positive regulation of mitotic nuclear d...,43,0,0.1,1.00000,1,1,0
BP,GO:0045851,pH reduction,48,0,0.11,1.00000,1,1,0
BP,GO:0045879,negative regulation of smoothened signal...,35,0,0.08,1.00000,1,1,0
BP,GO:0045880,positive regulation of smoothened signal...,36,0,0.09,1.00000,1,1,0
BP,GO:0045907,positive regulation of vasoconstriction,35,0,0.08,1.00000,1,1,0
BP,GO:0045910,negative regulation of DNA recombination,44,0,0.11,1.00000,1,1,0
BP,GO:0045911,positive regulation of DNA recombination,49,0,0.12,1.00000,1,1,0
BP,GO:0045912,negative regulation of carbohydrate meta...,49,0,0.12,1.00000,1,1,0
BP,GO:0045913,positive regulation of carbohydrate meta...,75,0,0.18,1.00000,1,1,0
BP,GO:0045920,negative regulation of exocytosis,38,0,0.09,1.00000,1,1,0
BP,GO:0045921,positive regulation of exocytosis,93,0,0.22,1.00000,1,1,0
BP,GO:0045922,negative regulation of fatty acid metabo...,35,0,0.08,1.00000,1,1,0
BP,GO:0045923,positive regulation of fatty acid metabo...,39,0,0.09,1.00000,1,1,0
BP,GO:0045933,positive regulation of muscle contractio...,48,0,0.11,1.00000,1,1,0
BP,GO:0045940,positive regulation of steroid metabolic...,38,0,0.09,1.00000,1,1,0
BP,GO:0045943,positive regulation of transcription by ...,24,0,0.06,1.00000,1,1,0
BP,GO:0045948,positive regulation of translational ini...,38,0,0.09,1.00000,1,1,0
BP,GO:0045953,negative regulation of natural killer ce...,97,0,0.23,1.00000,1,1,0
BP,GO:0045954,positive regulation of natural killer ce...,45,0,0.11,1.00000,1,1,0
BP,GO:0045974,"regulation of translation, ncRNA-mediate...",96,0,0.23,1.00000,1,1,0
BP,GO:0045980,negative regulation of nucleotide metabo...,25,0,0.06,1.00000,1,1,0
BP,GO:0045981,positive regulation of nucleotide metabo...,42,0,0.1,1.00000,1,1,0
BP,GO:0045987,positive regulation of smooth muscle con...,32,0,0.08,1.00000,1,1,0
BP,GO:0046006,regulation of activated T cell prolifera...,58,0,0.14,1.00000,1,1,0
BP,GO:0046007,negative regulation of activated T cell ...,21,0,0.05,1.00000,1,1,0
BP,GO:0046031,ADP metabolic process,94,0,0.23,1.00000,1,1,0
BP,GO:0046034,ATP metabolic process,310,0,0.74,1.00000,1,1,0
BP,GO:0046039,GTP metabolic process,24,0,0.06,1.00000,1,1,0
BP,GO:0046058,cAMP metabolic process,25,0,0.06,1.00000,1,1,0
BP,GO:0046112,nucleobase biosynthetic process,20,0,0.05,1.00000,1,1,0
BP,GO:0046128,purine ribonucleoside metabolic process,21,0,0.05,1.00000,1,1,0
BP,GO:0046148,pigment biosynthetic process,70,0,0.17,1.00000,1,1,0
BP,GO:0046164,alcohol catabolic process,57,0,0.14,1.00000,1,1,0
BP,GO:0046173,polyol biosynthetic process,63,0,0.15,1.00000,1,1,0
BP,GO:0046174,polyol catabolic process,28,0,0.07,1.00000,1,1,0
BP,GO:0046189,phenol-containing compound biosynthetic ...,50,0,0.12,1.00000,1,1,0
BP,GO:0046209,nitric oxide metabolic process,99,0,0.24,1.00000,1,1,0
BP,GO:0046320,regulation of fatty acid oxidation,34,0,0.08,1.00000,1,1,0
BP,GO:0046325,negative regulation of glucose import,21,0,0.05,1.00000,1,1,0
BP,GO:0046330,positive regulation of JNK cascade,105,0,0.25,1.00000,1,1,0
BP,GO:0046337,phosphatidylethanolamine metabolic proce...,29,0,0.07,1.00000,1,1,0
BP,GO:0046339,diacylglycerol metabolic process,27,0,0.06,1.00000,1,1,0
BP,GO:0046341,CDP-diacylglycerol metabolic process,22,0,0.05,1.00000,1,1,0
BP,GO:0046364,monosaccharide biosynthetic process,88,0,0.21,1.00000,1,1,0
BP,GO:0046365,monosaccharide catabolic process,40,0,0.1,1.00000,1,1,0
BP,GO:0046386,deoxyribose phosphate catabolic process,31,0,0.07,1.00000,1,1,0
BP,GO:0046390,ribose phosphate biosynthetic process,202,0,0.48,1.00000,1,1,0
BP,GO:0046394,carboxylic acid biosynthetic process,337,0,0.81,1.00000,1,1,0
BP,GO:0046425,regulation of receptor signaling pathway...,115,0,0.28,1.00000,1,1,0
BP,GO:0046426,negative regulation of receptor signalin...,30,0,0.07,1.00000,1,1,0
BP,GO:0046427,positive regulation of receptor signalin...,53,0,0.13,1.00000,1,1,0
BP,GO:0046434,organophosphate catabolic process,166,0,0.4,1.00000,1,1,0
BP,GO:0046456,icosanoid biosynthetic process,61,0,0.15,1.00000,1,1,0
BP,GO:0046457,prostanoid biosynthetic process,33,0,0.08,1.00000,1,1,0
BP,GO:0046460,neutral lipid biosynthetic process,53,0,0.13,1.00000,1,1,0
BP,GO:0046461,neutral lipid catabolic process,45,0,0.11,1.00000,1,1,0
BP,GO:0046462,monoacylglycerol metabolic process,21,0,0.05,1.00000,1,1,0
BP,GO:0046463,acylglycerol biosynthetic process,53,0,0.13,1.00000,1,1,0
BP,GO:0046464,acylglycerol catabolic process,45,0,0.11,1.00000,1,1,0
BP,GO:0046466,membrane lipid catabolic process,45,0,0.11,1.00000,1,1,0
BP,GO:0046470,phosphatidylcholine metabolic process,92,0,0.22,1.00000,1,1,0
BP,GO:0046471,phosphatidylglycerol metabolic process,40,0,0.1,1.00000,1,1,0
BP,GO:0046473,phosphatidic acid metabolic process,47,0,0.11,1.00000,1,1,0
BP,GO:0046474,glycerophospholipid biosynthetic process,246,0,0.59,1.00000,1,1,0
BP,GO:0046475,glycerophospholipid catabolic process,39,0,0.09,1.00000,1,1,0
BP,GO:0046479,glycosphingolipid catabolic process,23,0,0.06,1.00000,1,1,0
BP,GO:0046485,ether lipid metabolic process,21,0,0.05,1.00000,1,1,0
BP,GO:0046488,phosphatidylinositol metabolic process,176,0,0.42,1.00000,1,1,0
BP,GO:0046496,nicotinamide nucleotide metabolic proces...,35,0,0.08,1.00000,1,1,0
BP,GO:0046503,glycerolipid catabolic process,72,0,0.17,1.00000,1,1,0
BP,GO:0046513,ceramide biosynthetic process,73,0,0.17,1.00000,1,1,0
BP,GO:0046514,ceramide catabolic process,30,0,0.07,1.00000,1,1,0
BP,GO:0046519,sphingoid metabolic process,23,0,0.06,1.00000,1,1,0
BP,GO:0046578,regulation of Ras protein signal transdu...,215,0,0.52,1.00000,1,1,0
BP,GO:0046579,positive regulation of Ras protein signa...,71,0,0.17,1.00000,1,1,0
BP,GO:0046580,negative regulation of Ras protein signa...,53,0,0.13,1.00000,1,1,0
BP,GO:0046596,regulation of viral entry into host cell,75,0,0.18,1.00000,1,1,0
BP,GO:0046597,negative regulation of viral entry into ...,43,0,0.1,1.00000,1,1,0
BP,GO:0046599,regulation of centriole replication,22,0,0.05,1.00000,1,1,0
BP,GO:0046605,regulation of centrosome cycle,53,0,0.13,1.00000,1,1,0
BP,GO:0046618,xenobiotic export,25,0,0.06,1.00000,1,1,0
BP,GO:0046621,negative regulation of organ growth,41,0,0.1,1.00000,1,1,0
BP,GO:0046622,positive regulation of organ growth,63,0,0.15,1.00000,1,1,0
BP,GO:0046629,gamma-delta T cell activation,36,0,0.09,1.00000,1,1,0
BP,GO:0046631,alpha-beta T cell activation,213,0,0.51,1.00000,1,1,0
BP,GO:0046632,alpha-beta T cell differentiation,128,0,0.31,1.00000,1,1,0
BP,GO:0046633,alpha-beta T cell proliferation,57,0,0.14,1.00000,1,1,0
BP,GO:0046634,regulation of alpha-beta T cell activati...,160,0,0.38,1.00000,1,1,0
BP,GO:0046635,positive regulation of alpha-beta T cell...,99,0,0.24,1.00000,1,1,0
BP,GO:0046636,negative regulation of alpha-beta T cell...,61,0,0.15,1.00000,1,1,0
BP,GO:0046637,regulation of alpha-beta T cell differen...,84,0,0.2,1.00000,1,1,0
BP,GO:0046638,positive regulation of alpha-beta T cell...,66,0,0.16,1.00000,1,1,0
BP,GO:0046639,negative regulation of alpha-beta T cell...,26,0,0.06,1.00000,1,1,0
BP,GO:0046640,regulation of alpha-beta T cell prolifer...,54,0,0.13,1.00000,1,1,0
BP,GO:0046641,positive regulation of alpha-beta T cell...,35,0,0.08,1.00000,1,1,0
BP,GO:0046653,tetrahydrofolate metabolic process,21,0,0.05,1.00000,1,1,0
BP,GO:0046685,response to arsenic-containing substance,42,0,0.1,1.00000,1,1,0
BP,GO:0046697,decidualization,27,0,0.06,1.00000,1,1,0
BP,GO:0046717,acid secretion,49,0,0.12,1.00000,1,1,0
BP,GO:0046755,viral budding,28,0,0.07,1.00000,1,1,0
BP,GO:0046782,regulation of viral transcription,32,0,0.08,1.00000,1,1,0
BP,GO:0046785,microtubule polymerization,99,0,0.24,1.00000,1,1,0
BP,GO:0046794,transport of virus,26,0,0.06,1.00000,1,1,0
BP,GO:0046823,negative regulation of nucleocytoplasmic...,21,0,0.05,1.00000,1,1,0
BP,GO:0046835,carbohydrate phosphorylation,26,0,0.06,1.00000,1,1,0
BP,GO:0046839,phospholipid dephosphorylation,53,0,0.13,1.00000,1,1,0
BP,GO:0046850,regulation of bone remodeling,56,0,0.13,1.00000,1,1,0
BP,GO:0046851,negative regulation of bone remodeling,21,0,0.05,1.00000,1,1,0
BP,GO:0046854,phosphatidylinositol phosphate biosynthe...,66,0,0.16,1.00000,1,1,0
BP,GO:0046856,phosphatidylinositol dephosphorylation,36,0,0.09,1.00000,1,1,0
BP,GO:0046885,regulation of hormone biosynthetic proce...,21,0,0.05,1.00000,1,1,0
BP,GO:0046889,positive regulation of lipid biosyntheti...,89,0,0.21,1.00000,1,1,0
BP,GO:0046931,pore complex assembly,21,0,0.05,1.00000,1,1,0
BP,GO:0046939,nucleotide phosphorylation,104,0,0.25,1.00000,1,1,0
BP,GO:0046949,fatty-acyl-CoA biosynthetic process,33,0,0.08,1.00000,1,1,0
BP,GO:0047497,mitochondrion transport along microtubul...,28,0,0.07,1.00000,1,1,0
BP,GO:0048002,antigen processing and presentation of p...,199,0,0.48,1.00000,1,1,0
BP,GO:0048012,hepatocyte growth factor receptor signal...,23,0,0.06,1.00000,1,1,0
BP,GO:0048024,"regulation of mRNA splicing, via spliceo...",106,0,0.25,1.00000,1,1,0
BP,GO:0048025,"negative regulation of mRNA splicing, vi...",20,0,0.05,1.00000,1,1,0
BP,GO:0048026,"positive regulation of mRNA splicing, vi...",23,0,0.06,1.00000,1,1,0
BP,GO:0048048,embryonic eye morphogenesis,34,0,0.08,1.00000,1,1,0
BP,GO:0048066,developmental pigmentation,46,0,0.11,1.00000,1,1,0
BP,GO:0048146,positive regulation of fibroblast prolif...,49,0,0.12,1.00000,1,1,0
BP,GO:0048147,negative regulation of fibroblast prolif...,36,0,0.09,1.00000,1,1,0
BP,GO:0048148,behavioral response to cocaine,21,0,0.05,1.00000,1,1,0
BP,GO:0048199,"vesicle targeting, to, from or within Go...",22,0,0.05,1.00000,1,1,0
BP,GO:0048240,sperm capacitation,32,0,0.08,1.00000,1,1,0
BP,GO:0048245,eosinophil chemotaxis,25,0,0.06,1.00000,1,1,0
BP,GO:0048246,macrophage chemotaxis,46,0,0.11,1.00000,1,1,0
BP,GO:0048255,mRNA stabilization,57,0,0.14,1.00000,1,1,0
BP,GO:0048259,regulation of receptor-mediated endocyto...,125,0,0.3,1.00000,1,1,0
BP,GO:0048260,positive regulation of receptor-mediated...,57,0,0.14,1.00000,1,1,0
BP,GO:0048261,negative regulation of receptor-mediated...,35,0,0.08,1.00000,1,1,0
BP,GO:0048265,response to pain,29,0,0.07,1.00000,1,1,0
BP,GO:0048278,vesicle docking,63,0,0.15,1.00000,1,1,0
BP,GO:0048286,lung alveolus development,42,0,0.1,1.00000,1,1,0
BP,GO:0048332,mesoderm morphogenesis,85,0,0.2,1.00000,1,1,0
BP,GO:0048333,mesodermal cell differentiation,40,0,0.1,1.00000,1,1,0
BP,GO:0048384,retinoic acid receptor signaling pathway,38,0,0.09,1.00000,1,1,0
BP,GO:0048490,anterograde synaptic vesicle transport,20,0,0.05,1.00000,1,1,0
BP,GO:0048512,circadian behavior,49,0,0.12,1.00000,1,1,0
BP,GO:0048520,positive regulation of behavior,28,0,0.07,1.00000,1,1,0
BP,GO:0048524,positive regulation of viral process,72,0,0.17,1.00000,1,1,0
