validated_id,current_symbol,human_gene_symbol,Syp_brain_iCLIP,Syp_larva_iCLIP,sfari_dmel
FBgn0023388,Dap160,ITSN2,FALSE,FALSE,TRUE
FBgn0023395,Chd3,CHD3,FALSE,FALSE,TRUE
FBgn0023407,B4,N/A,TRUE,TRUE,FALSE
FBgn0023416,Ac3,ADCY3,FALSE,FALSE,TRUE
FBgn0023441,fus,ESRP2,FALSE,TRUE,FALSE
FBgn0023458,Rbcn-3A,DMXL1,FALSE,TRUE,TRUE
FBgn0023479,teq,PRSS12,FALSE,TRUE,FALSE
FBgn0023489,Pph13,ARX,FALSE,FALSE,TRUE
FBgn0023508,Ocrl,OCRL,FALSE,FALSE,TRUE
FBgn0023509,mip130,LIN9,TRUE,FALSE,FALSE
FBgn0023518,trr,KMT2D,FALSE,FALSE,TRUE
FBgn0023522,CG11596,CARNMT1,TRUE,FALSE,FALSE
FBgn0023526,CG2865,N/A,TRUE,TRUE,FALSE
FBgn0023528,CG2924,UBE2Q2,TRUE,TRUE,FALSE
FBgn0023529,CG2918,HYOU1,TRUE,TRUE,FALSE
FBgn0023537,CG17896,ALDH6A1,FALSE,TRUE,FALSE
FBgn0023549,Mct1,SLC16A9,FALSE,TRUE,FALSE
FBgn0024182,waw,GUF1,FALSE,TRUE,FALSE
FBgn0024183,vig,HABP4,TRUE,TRUE,FALSE
FBgn0024187,syd,MAPK8IP3,FALSE,TRUE,FALSE
FBgn0024189,sns,NPHS1,FALSE,TRUE,FALSE
FBgn0024236,foi,SLC39A4,FALSE,TRUE,FALSE
FBgn0024238,Fim,PLS1,TRUE,TRUE,FALSE
FBgn0024244,drm,N/A,FALSE,TRUE,FALSE
FBgn0024248,chico,IRS4,FALSE,TRUE,FALSE
FBgn0024250,brk,N/A,FALSE,TRUE,FALSE
FBgn0024251,bbx,BBX,FALSE,TRUE,FALSE
FBgn0024273,WASp,WASL,FALSE,TRUE,FALSE
FBgn0024277,trio,KALRN,FALSE,FALSE,TRUE
FBgn0024285,Srp54,SRSF11,TRUE,TRUE,TRUE
FBgn0024320,Npc1a,NPC1L1,FALSE,TRUE,FALSE
FBgn0024326,Mkk4,MAP2K4,TRUE,TRUE,FALSE
FBgn0024352,Stip1,STIP1,TRUE,TRUE,FALSE
FBgn0024365,CG12773,SLC12A8,FALSE,TRUE,FALSE
FBgn0024432,Dlc90F,DYNLT3,TRUE,FALSE,FALSE
FBgn0024555,flfl,PPP4R3C,TRUE,TRUE,FALSE
FBgn0024728,Slip1,PDZD4,TRUE,TRUE,FALSE
FBgn0024733,RpL10,RPL10,TRUE,TRUE,TRUE
FBgn0024734,PRL-1,PTP4A3,TRUE,TRUE,FALSE
FBgn0024754,Flo1,FLOT1,TRUE,FALSE,FALSE
FBgn0024804,Dbp80,DDX25,TRUE,TRUE,FALSE
FBgn0024806,DIP2,DIP2A,FALSE,TRUE,TRUE
FBgn0024811,Crk,CRKL,TRUE,TRUE,FALSE
FBgn0024814,Clc,CLTA,TRUE,TRUE,FALSE
FBgn0024836,stan,CELSR3,TRUE,TRUE,FALSE
FBgn0024889,Kap-alpha1,KPNA3,FALSE,TRUE,FALSE
FBgn0024921,Tnpo,TNPO1,TRUE,TRUE,FALSE
FBgn0024941,RSG7,RGS6,FALSE,FALSE,TRUE
FBgn0024947,NTPase,ENTPD6,FALSE,TRUE,FALSE
FBgn0024963,GluClalpha,GLRB,FALSE,FALSE,TRUE
FBgn0024980,Syx4,STX11,FALSE,FALSE,TRUE
FBgn0024989,CG3777,N/A,FALSE,TRUE,FALSE
FBgn0025111,Ant2,SLC25A31,TRUE,TRUE,FALSE
FBgn0025366,Ip259,NSA2,FALSE,TRUE,FALSE
FBgn0025381,rush,PLEKHF1,FALSE,TRUE,FALSE
FBgn0025394,inc,KCTD17,TRUE,TRUE,FALSE
FBgn0025454,Cyp6g1,N/A,FALSE,TRUE,FALSE
FBgn0025455,CycT,CCNT2,TRUE,TRUE,FALSE
FBgn0025456,CREG,CREG2,FALSE,TRUE,FALSE
FBgn0025463,Bap60,SMARCD2,TRUE,FALSE,FALSE
FBgn0025574,Pli,PELI3,TRUE,TRUE,FALSE
FBgn0025582,eIF3e,EIF3E,TRUE,TRUE,FALSE
FBgn0025595,AkhR,GNRHR2,FALSE,TRUE,FALSE
FBgn0025631,moody,GPR84,TRUE,TRUE,FALSE
FBgn0025637,SkpA,SKP1,FALSE,TRUE,FALSE
FBgn0025638,Roc1a,RBX1,TRUE,TRUE,FALSE
FBgn0025639,Hmt4-20,KMT5C,FALSE,FALSE,TRUE
FBgn0025641,DAAM,DAAM2,FALSE,TRUE,FALSE
FBgn0025674,CycK,CCNK,TRUE,FALSE,TRUE
FBgn0025678,CaBP1,PDIA6,FALSE,TRUE,FALSE
FBgn0025681,CG3558,FAM160A1,FALSE,TRUE,FALSE
FBgn0025683,CG3164,N/A,TRUE,TRUE,FALSE
FBgn0025697,santa-maria,N/A,FALSE,TRUE,FALSE
FBgn0025700,CG5885,SSR3,FALSE,TRUE,FALSE
FBgn0025712,CG13920,TMEM35A,TRUE,FALSE,FALSE
FBgn0025716,Bap55,ACTL6A,FALSE,FALSE,TRUE
FBgn0025726,unc-13,UNC13C,TRUE,TRUE,TRUE
FBgn0025740,PlexB,PLXNC1,TRUE,TRUE,TRUE
FBgn0025741,PlexA,PLXNB1,TRUE,TRUE,TRUE
FBgn0025777,homer,HOMER3,TRUE,TRUE,TRUE
FBgn0025790,TBPH,TARDBP,FALSE,TRUE,FALSE
FBgn0025800,Smox,SMAD2,TRUE,TRUE,FALSE
FBgn0025802,Sbf,SBF1,FALSE,FALSE,TRUE
FBgn0025809,Paf-AHalpha,PAFAH1B3,FALSE,FALSE,TRUE
FBgn0025814,Mgstl,PTGES,FALSE,TRUE,FALSE
FBgn0025815,Mcm6,MCM6,FALSE,FALSE,TRUE
FBgn0025836,RhoGAP1A,BCR,TRUE,TRUE,FALSE
FBgn0025864,Crag,DENND4A,FALSE,TRUE,FALSE
FBgn0025865,Cortactin,HCLS1,TRUE,TRUE,FALSE
FBgn0025866,CalpB,CAPN12,FALSE,TRUE,TRUE
FBgn0025936,Eph,EPHA1,TRUE,TRUE,TRUE
FBgn0026015,Top3beta,TOP3B,FALSE,FALSE,TRUE
FBgn0026059,Mhcl,MYO18B,TRUE,TRUE,FALSE
FBgn0026063,KP78b,N/A,TRUE,FALSE,FALSE
FBgn0026064,KP78a,N/A,TRUE,FALSE,FALSE
FBgn0026077,Gasp,N/A,TRUE,TRUE,FALSE
FBgn0026083,tyf,N/A,TRUE,TRUE,FALSE
FBgn0026084,cib,TMSB4X,TRUE,TRUE,FALSE
FBgn0026086,Adar,ADARB2,TRUE,TRUE,FALSE
FBgn0026147,TTLL4A,TTLL4,FALSE,TRUE,FALSE
FBgn0026150,ApepP,XPNPEP2,TRUE,TRUE,FALSE
FBgn0026160,tna,ZMIZ1,TRUE,TRUE,TRUE
FBgn0026179,siz,IQSEC3,TRUE,TRUE,TRUE
FBgn0026181,Rok,ROCK1,FALSE,TRUE,FALSE
FBgn0026189,promL,PROM2,TRUE,TRUE,FALSE
FBgn0026192,par-6,PARD6A,TRUE,TRUE,FALSE
FBgn0026196,nop5,NOP58,TRUE,FALSE,FALSE
FBgn0026197,lncRNA:noe,N/A,TRUE,TRUE,FALSE
FBgn0026199,myo,GDF11,TRUE,TRUE,FALSE
FBgn0026206,mei-P26,N/A,TRUE,TRUE,FALSE
FBgn0026238,gus,SPSB1,TRUE,TRUE,FALSE
FBgn0026239,gukh,N/A,FALSE,TRUE,FALSE
FBgn0026250,eIF1A,EIF1AX,TRUE,TRUE,FALSE
FBgn0026252,msk,IPO8,TRUE,TRUE,FALSE
FBgn0026255,clumsy,GRIK5,FALSE,FALSE,TRUE
FBgn0026259,eIF5B,EIF5B,FALSE,TRUE,FALSE
FBgn0026262,bip2,TAF3,TRUE,TRUE,FALSE
FBgn0026263,bip1,N/A,FALSE,TRUE,FALSE
FBgn0026313,X11L,APBA3,FALSE,TRUE,TRUE
FBgn0026316,Ubc10,UBE2L5,FALSE,TRUE,FALSE
FBgn0026317,Tsc1,TSC1,FALSE,FALSE,TRUE
FBgn0286813,SRPK,SRPK2,TRUE,TRUE,FALSE
FBgn0026372,RpL23A,RPL23A,TRUE,TRUE,FALSE
FBgn0026375,RhoGAPp190,ARHGAP35,TRUE,TRUE,TRUE
FBgn0026378,Rep,CHML,FALSE,FALSE,TRUE
FBgn0026379,Pten,PTEN,FALSE,TRUE,TRUE
FBgn0026380,Prosbeta3,PSMB3,TRUE,TRUE,FALSE
FBgn0026401,Nipped-B,NIPBL,TRUE,TRUE,TRUE
FBgn0026403,Ndg,NID2,FALSE,TRUE,FALSE
FBgn0026404,Dronc,CASP2,FALSE,TRUE,FALSE
FBgn0026409,Mpcp2,SLC25A3,TRUE,TRUE,FALSE
FBgn0026411,Lim1,LHX5,TRUE,FALSE,FALSE
FBgn0026415,Idgf4,N/A,FALSE,TRUE,FALSE
FBgn0026418,Hsc70Cb,HSPA4L,TRUE,TRUE,FALSE
FBgn0026428,HDAC6,HDAC10,FALSE,TRUE,FALSE
FBgn0026433,Grip128,TUBGCP5,FALSE,FALSE,TRUE
FBgn0026438,Eaat2,SLC1A1,FALSE,FALSE,TRUE
FBgn0026439,Eaat1,SLC1A2,TRUE,TRUE,TRUE
FBgn0026479,Drp1,DNM1L,TRUE,TRUE,FALSE
FBgn0026533,Dek,DEK,TRUE,TRUE,FALSE
FBgn0026562,SPARC,SPARCL1,FALSE,FALSE,TRUE
FBgn0026563,CG1979,N/A,FALSE,TRUE,FALSE
FBgn0026575,hang,N/A,TRUE,TRUE,FALSE
FBgn0026577,CG8677,RSF1,TRUE,TRUE,FALSE
FBgn0026597,Axn,AXIN2,FALSE,TRUE,FALSE
FBgn0026620,tacc,TACC2,TRUE,TRUE,FALSE
FBgn0026718,Agpat2,AGPAT1,FALSE,TRUE,FALSE
FBgn0026777,Rad23,RAD23A,TRUE,TRUE,FALSE
FBgn0026869,Thd1,TDG,TRUE,TRUE,FALSE
FBgn0027066,Eb1,MAPRE2,TRUE,TRUE,FALSE
FBgn0027081,ThrRS,TARS2,TRUE,FALSE,FALSE
FBgn0027086,IleRS,IARS,TRUE,FALSE,FALSE
FBgn0027094,AlaRS,AARS,TRUE,TRUE,FALSE
FBgn0027095,Manf,CDNF,FALSE,TRUE,FALSE
FBgn0027101,Dyrk3,DYRK4,TRUE,TRUE,FALSE
FBgn0027108,Inx2,N/A,TRUE,TRUE,FALSE
FBgn0027111,miple1,N/A,TRUE,TRUE,FALSE
FBgn0027279,l(1)G0196,PPIP5K1,FALSE,TRUE,FALSE
FBgn0027291,Idh3a,IDH3A,TRUE,TRUE,FALSE
FBgn0027329,CCT6,CCT6B,TRUE,TRUE,FALSE
FBgn0027335,Rip11,RAB11FIP1,FALSE,TRUE,TRUE
FBgn0027338,Kap-alpha3,KPNA1,TRUE,TRUE,FALSE
FBgn0027339,jim,N/A,TRUE,TRUE,FALSE
FBgn0027356,Amph,BIN2,FALSE,TRUE,FALSE
FBgn0027359,Tim8,TIMM8A,FALSE,TRUE,FALSE
FBgn0027363,Stam,STAM,TRUE,TRUE,FALSE
FBgn0027490,D12,YEATS2,FALSE,FALSE,TRUE
FBgn0027492,wdb,PPP2R5C,TRUE,TRUE,FALSE
FBgn0027493,AdSS,ADSS,TRUE,TRUE,FALSE
FBgn0027495,Smyd4-4,N/A,TRUE,TRUE,FALSE
FBgn0027497,Madm,NRBP2,FALSE,TRUE,FALSE
FBgn0027507,CG1344,SCYL3,FALSE,TRUE,FALSE
FBgn0027512,CG10254,UBE2O,FALSE,TRUE,FALSE
FBgn0027515,CG7115,PPM1L,FALSE,TRUE,FALSE
FBgn0027537,Nup93-1,NUP93,TRUE,FALSE,FALSE
FBgn0027539,lili,LMBR1,FALSE,TRUE,FALSE
FBgn0027548,nito,RBM15,TRUE,TRUE,FALSE
FBgn0027549,Nulp1,TCF25,TRUE,TRUE,FALSE
FBgn0027556,CG4928,UNC93A,FALSE,TRUE,FALSE
FBgn0027561,CG18659,DENND1A,FALSE,TRUE,FALSE
FBgn0027575,GABA-B-R2,GABBR2,FALSE,FALSE,TRUE
FBgn0027578,Nepl21,ECE1,FALSE,TRUE,FALSE
FBgn0027580,PCB,PC,FALSE,TRUE,FALSE
FBgn0027581,CG6191,CABLES2,FALSE,TRUE,FALSE
FBgn0027582,CG6230,ATP13A1,FALSE,TRUE,FALSE
FBgn0027585,CG8740,N/A,FALSE,TRUE,FALSE
FBgn0027588,GCS2alpha,GANC,FALSE,TRUE,FALSE
FBgn0027590,GstE12,N/A,FALSE,TRUE,FALSE
FBgn0027594,drpr,PEAR1,FALSE,TRUE,TRUE
FBgn0027596,Kank,KANK3,FALSE,TRUE,TRUE
FBgn0027601,pdgy,N/A,FALSE,TRUE,FALSE
FBgn0027603,Ulp1,SENP2,TRUE,TRUE,FALSE
FBgn0027608,CG2082,NDRG2,FALSE,TRUE,FALSE
FBgn0027611,LManII,MAN2B1,FALSE,TRUE,FALSE
FBgn0027616,Ythdc1,YTHDC1,TRUE,FALSE,FALSE
FBgn0027619,eIF3j,EIF3J,FALSE,TRUE,FALSE
FBgn0027621,Pfrx,PFKFB2,FALSE,TRUE,FALSE
FBgn0027660,blot,N/A,TRUE,TRUE,FALSE
FBgn0027779,VhaSFD,ATP6V1H,TRUE,TRUE,FALSE
FBgn0027786,Mtch,MTCH1,FALSE,TRUE,FALSE
FBgn0027835,Dp1,HDLBP,TRUE,TRUE,TRUE
FBgn0027836,Dgp-1,GTPBP1,FALSE,TRUE,FALSE
FBgn0027865,Tsp96F,CD81,TRUE,TRUE,FALSE
FBgn0286781,cass,API5,TRUE,TRUE,FALSE
FBgn0027930,MP1,N/A,FALSE,TRUE,FALSE
FBgn0027932,Akap200,N/A,TRUE,TRUE,FALSE
FBgn0027945,ppl,GCSH,FALSE,TRUE,FALSE
FBgn0027948,msps,CKAP5,FALSE,TRUE,FALSE
FBgn0027950,MBD-like,MBD3L3,FALSE,FALSE,TRUE
FBgn0027951,MTA1-like,MTA1,TRUE,TRUE,FALSE
FBgn0028327,l(1)G0320,SSR1,TRUE,TRUE,FALSE
FBgn0028331,l(1)G0289,PLXDC1,FALSE,TRUE,FALSE
FBgn0028341,Ptpmeg2,PTPN9,FALSE,TRUE,FALSE
FBgn0028369,kirre,KIRREL2,FALSE,TRUE,TRUE
FBgn0028370,kek3,LRRC4C,FALSE,FALSE,TRUE
FBgn0028371,jbug,N/A,FALSE,TRUE,FALSE
FBgn0028379,fan,VAPA,FALSE,TRUE,FALSE
FBgn0028394,CG17834,N/A,FALSE,TRUE,FALSE
FBgn0028396,TotA,N/A,FALSE,TRUE,FALSE
FBgn0028399,Serinc,SERINC2,FALSE,TRUE,FALSE
FBgn0028400,Syt4,SYT11,TRUE,FALSE,FALSE
FBgn0028412,Mst33A,N/A,FALSE,TRUE,FALSE
FBgn0028422,GluRIID,GRIK5,FALSE,FALSE,TRUE
FBgn0028425,JhI-21,SLC7A11,FALSE,TRUE,TRUE
FBgn0028429,I-2,PPP1R2B,FALSE,TRUE,FALSE
FBgn0028479,Mtpalpha,HADHA,FALSE,TRUE,FALSE
FBgn0028480,CG17841,TLCD3A,FALSE,TRUE,FALSE
FBgn0028487,f-cup,LRRC40,FALSE,TRUE,FALSE
FBgn0028490,CG31705,N/A,TRUE,TRUE,FALSE
FBgn0028506,CG4455,N/A,TRUE,TRUE,FALSE
FBgn0028509,CenG1A,AGAP5,TRUE,TRUE,TRUE
FBgn0028513,CG9254,SLC17A2,FALSE,TRUE,FALSE
FBgn0028515,EndoGI,N/A,FALSE,TRUE,FALSE
FBgn0028531,CG15286,KCMF1,FALSE,TRUE,FALSE
FBgn0028541,TM9SF4,TM9SF2,FALSE,FALSE,TRUE
FBgn0028543,NimB2,N/A,FALSE,TRUE,FALSE
FBgn0028544,Vajk3,N/A,FALSE,TRUE,FALSE
FBgn0028554,x16,SRSF3,TRUE,TRUE,FALSE
FBgn0028560,sut4,N/A,FALSE,TRUE,FALSE
FBgn0028567,robl62A,N/A,FALSE,TRUE,FALSE
FBgn0028572,qtc,N/A,FALSE,TRUE,FALSE
FBgn0028579,phtf,PHTF1,FALSE,TRUE,FALSE
FBgn0028581,mei-217,N/A,FALSE,TRUE,FALSE
FBgn0028582,lqf,EPN3,TRUE,TRUE,FALSE
FBgn0028644,beat-Ic,N/A,FALSE,TRUE,FALSE
FBgn0028646,aralar1,SLC25A13,FALSE,TRUE,TRUE
FBgn0028662,VhaPPA1-1,ATP6V0B,FALSE,TRUE,FALSE
FBgn0028663,VhaM9.7-b,ATP6V0E2,TRUE,TRUE,FALSE
FBgn0028670,Vha100-2,TCIRG1,FALSE,TRUE,TRUE
FBgn0028671,Vha100-1,TCIRG1,FALSE,TRUE,TRUE
FBgn0028684,Rpt5,PSMC3,FALSE,TRUE,FALSE
FBgn0028687,Rpt1,PSMC2,FALSE,TRUE,FALSE
FBgn0028688,Rpn7,PSMD6,TRUE,TRUE,FALSE
FBgn0028689,Rpn6,PSMD11,TRUE,TRUE,FALSE
FBgn0028690,Rpn5,PSMD12,TRUE,TRUE,TRUE
FBgn0028691,Rpn9,PSMD13,FALSE,TRUE,FALSE
FBgn0028692,Rpn2,PSMD1,TRUE,TRUE,FALSE
FBgn0028695,Rpn1,PSMD2,FALSE,TRUE,FALSE
FBgn0028697,RpL15,RPL15,TRUE,TRUE,FALSE
FBgn0028703,Nhe3,SLC9A7,FALSE,TRUE,TRUE
FBgn0028704,Nckx30C,SLC24A1,FALSE,FALSE,TRUE
FBgn0028734,Fmr1,FMR1,TRUE,TRUE,TRUE
FBgn0028743,Dhit,RGS19,FALSE,TRUE,FALSE
FBgn0028833,Cmpk,CMPK1,FALSE,TRUE,FALSE
FBgn0028836,CSN7,COPS7A,TRUE,FALSE,FALSE
FBgn0028847,CG9014,RNF151,FALSE,TRUE,FALSE
FBgn0028848,Gpo3,N/A,FALSE,TRUE,FALSE
FBgn0028855,CG15282,N/A,FALSE,TRUE,FALSE
FBgn0028863,CG4587,CACNA2D3,FALSE,FALSE,TRUE
FBgn0028870,CG4691,N/A,FALSE,TRUE,FALSE
FBgn0028875,nAChRalpha5,CHRNA7,FALSE,FALSE,TRUE
FBgn0028902,Tektin-A,TEKT4,FALSE,TRUE,FALSE
FBgn0028916,CG33090,GBA2,FALSE,TRUE,FALSE
FBgn0028920,CG8997,N/A,FALSE,TRUE,FALSE
FBgn0028936,NimB5,N/A,FALSE,TRUE,FALSE
FBgn0028939,NimC2,N/A,FALSE,TRUE,FALSE
FBgn0028953,CG14478,N/A,TRUE,TRUE,FALSE
FBgn0028956,mthl3,N/A,TRUE,TRUE,FALSE
FBgn0028969,deltaCOP,ARCN1,FALSE,TRUE,FALSE
FBgn0286809,xmas,MCM3AP,FALSE,TRUE,FALSE
FBgn0286809,xmas,MCM3AP,FALSE,TRUE,FALSE
FBgn0028979,tio,TSHZ3,FALSE,FALSE,TRUE
FBgn0028991,seq,N/A,TRUE,TRUE,FALSE
FBgn0028996,onecut,ONECUT3,TRUE,FALSE,FALSE
FBgn0028999,nerfin-1,INSM2,TRUE,TRUE,FALSE
FBgn0029003,mab-21,MAB21L2,FALSE,TRUE,FALSE
FBgn0029006,Smurf,SMURF1,TRUE,TRUE,TRUE
FBgn0029092,ced-6,GULP1,FALSE,TRUE,FALSE
FBgn0029093,cathD,NAPSA,TRUE,TRUE,FALSE
FBgn0029113,Uba2,UBA2,TRUE,FALSE,FALSE
FBgn0029114,Tollo,N/A,FALSE,TRUE,FALSE
FBgn0029118,ScsbetaG,SUCLG2,FALSE,TRUE,FALSE
FBgn0029123,SoxN,SOX3,TRUE,FALSE,FALSE
FBgn0029133,REG,PSME1,TRUE,TRUE,FALSE
FBgn0029134,Prosbeta5,PSMB11,FALSE,TRUE,FALSE
FBgn0029152,Mkrn1,MKRN3,TRUE,TRUE,FALSE
FBgn0029155,Men-b,ME2,TRUE,TRUE,FALSE
FBgn0029167,Hml,MUC2,FALSE,FALSE,TRUE
FBgn0029176,eEF1gamma,EEF1G,FALSE,TRUE,FALSE
FBgn0029504,CHES-1-like,FOXN3,FALSE,TRUE,FALSE
FBgn0029506,Tsp42Ee,N/A,TRUE,TRUE,FALSE
FBgn0029512,Aos1,SAE1,TRUE,FALSE,TRUE
FBgn0029629,eIF3g1,EIF3G,FALSE,FALSE,TRUE
FBgn0029656,CG10793,KATNAL2,FALSE,FALSE,TRUE
FBgn0029659,CG16782,N/A,FALSE,TRUE,FALSE
FBgn0029666,CG10803,RO60,TRUE,TRUE,FALSE
FBgn0029676,HIP-R,ST13,TRUE,TRUE,FALSE
FBgn0029687,Vap33,VAPA,TRUE,TRUE,FALSE
FBgn0029700,CG15576,N/A,FALSE,TRUE,FALSE
FBgn0029702,CG15572,N/A,FALSE,TRUE,FALSE
FBgn0029709,CHOp24,TMED2,FALSE,TRUE,FALSE
FBgn0029715,CG11444,PDAP1,TRUE,TRUE,FALSE
FBgn0029736,CG4041,TBCK,FALSE,FALSE,TRUE
FBgn0029746,CG15465,N/A,TRUE,FALSE,FALSE
FBgn0029753,CG4198,N/A,FALSE,TRUE,FALSE
FBgn0029763,Usp16-45,USP16,FALSE,TRUE,TRUE
FBgn0029778,RhoGAP5A,CHN2,TRUE,TRUE,FALSE
FBgn0029785,RpL35,RPL35,TRUE,FALSE,FALSE
FBgn0029819,Usp30,USP30,FALSE,TRUE,FALSE
FBgn0029820,CG16721,NXF2,FALSE,TRUE,FALSE
FBgn0029830,Grip,GRIP2,FALSE,FALSE,TRUE
FBgn0029831,CG5966,PNLIPRP2,FALSE,TRUE,FALSE
FBgn0029837,Tsp5D,TSPAN4,FALSE,FALSE,TRUE
FBgn0029859,CG15892,N/A,FALSE,TRUE,FALSE
FBgn0029861,CG3815,PHF12,FALSE,FALSE,TRUE
FBgn0029866,CG3842,RDH14,FALSE,TRUE,FALSE
FBgn0029868,ND-B16.6,NDUFA13,TRUE,TRUE,FALSE
FBgn0029870,Marf,MFN1,FALSE,TRUE,FALSE
FBgn0029878,Pat1,APPBP2,FALSE,TRUE,FALSE
FBgn0029881,pigs,GAS2L2,FALSE,TRUE,FALSE
FBgn0029882,CG3226,CACYBP,TRUE,FALSE,FALSE
FBgn0029887,CG3198,LUC7L3,TRUE,FALSE,FALSE
FBgn0029891,Pink1,PINK1,FALSE,TRUE,FALSE
FBgn0029896,CG3168,SV2B,TRUE,TRUE,FALSE
FBgn0029897,RpL17,RPL17,TRUE,TRUE,FALSE
FBgn0029903,pod1,CORO7,TRUE,TRUE,FALSE
FBgn0029911,CG14435,ZNRF1,FALSE,TRUE,FALSE
FBgn0029937,CG8300,FAM177B,TRUE,FALSE,FALSE
FBgn0029939,CG9650,BCL11A,TRUE,TRUE,TRUE
FBgn0029941,CG1677,ZC3H18,FALSE,TRUE,FALSE
FBgn0029943,Atg5,ATG5,FALSE,TRUE,FALSE
FBgn0029944,Dok,DOK3,FALSE,TRUE,FALSE
FBgn0029947,CG1999,N/A,FALSE,TRUE,FALSE
FBgn0029952,CG12689,N/A,FALSE,TRUE,FALSE
FBgn0029959,Rab39,RAB39A,FALSE,FALSE,TRUE
FBgn0029963,CG10920,MTCH1,FALSE,TRUE,FALSE
FBgn0029969,CG10932,ACAT1,FALSE,TRUE,FALSE
FBgn0029976,snz,SNX25,FALSE,TRUE,FALSE
FBgn0029979,mahe,N/A,TRUE,TRUE,FALSE
FBgn0029990,CG2233,N/A,FALSE,TRUE,FALSE
FBgn0029992,Upf2,UPF2,FALSE,FALSE,TRUE
FBgn0029996,UbcE2H,UBE2H,FALSE,TRUE,TRUE
FBgn0029997,CG2258,NCKIPSD,TRUE,TRUE,FALSE
FBgn0030018,slpr,MAP3K21,FALSE,TRUE,FALSE
FBgn0030030,CG1636,N/A,FALSE,TRUE,FALSE
FBgn0030034,CG10555,SS18L1,TRUE,TRUE,FALSE
FBgn0030038,CG1440,BLMH,FALSE,TRUE,FALSE
FBgn0030049,Trf4-1,TENT4B,TRUE,FALSE,FALSE
FBgn0030051,spirit,N/A,FALSE,TRUE,FALSE
FBgn0030055,Rubicon,RUBCNL,FALSE,TRUE,FALSE
FBgn0030066,Uros1,UROS,FALSE,TRUE,FALSE
FBgn0030073,CG10962,N/A,FALSE,TRUE,FALSE
FBgn0030077,CG15365,LZTS2,FALSE,FALSE,TRUE
FBgn0030086,CCT2,CCT2,TRUE,TRUE,FALSE
FBgn0030087,CG7766,PHKA1,FALSE,TRUE,FALSE
FBgn0030089,AP-1gamma,AP1G2,FALSE,TRUE,FALSE
FBgn0030092,fh,FXN,FALSE,FALSE,TRUE
FBgn0030093,Bap111,SMARCE1,TRUE,TRUE,FALSE
FBgn0030098,CG12057,N/A,FALSE,TRUE,FALSE
FBgn0030101,CG12118,MMADHC,FALSE,TRUE,FALSE
FBgn0030114,CG17754,KLHL1,TRUE,TRUE,FALSE
FBgn0030136,RpS28b,RPS28,TRUE,TRUE,FALSE
FBgn0030151,CG1354,OLA1,FALSE,TRUE,FALSE
FBgn0030158,CG9686,N/A,TRUE,FALSE,FALSE
FBgn0030183,CG15309,YPEL5,FALSE,TRUE,FALSE
FBgn0030191,CG15306,N/A,FALSE,TRUE,FALSE
FBgn0030208,PPP4R2r,PPP4R2,FALSE,TRUE,FALSE
FBgn0030237,CG15209,N/A,FALSE,TRUE,FALSE
FBgn0030241,feo,PRC1,TRUE,TRUE,FALSE
FBgn0030262,Vago,N/A,FALSE,TRUE,FALSE
FBgn0030268,Klp10A,KIF2B,TRUE,TRUE,FALSE
FBgn0030276,Dlic,DYNC1LI1,TRUE,TRUE,FALSE
FBgn0030277,CG1394,N/A,FALSE,TRUE,FALSE
FBgn0030278,CG15200,N/A,FALSE,TRUE,FALSE
FBgn0030280,CG11106,N/A,FALSE,TRUE,FALSE
FBgn0030283,CG15198,N/A,FALSE,TRUE,FALSE
FBgn0030306,Spase25,SPCS2,TRUE,TRUE,FALSE
FBgn0030309,CG1572,N/A,FALSE,TRUE,FALSE
FBgn0030318,rho-4,RHBDL1,FALSE,TRUE,FALSE
FBgn0030328,Amun,N/A,TRUE,TRUE,FALSE
FBgn0030329,prtp,TXNDC5,TRUE,TRUE,FALSE
FBgn0030336,CG1578,DPH6,FALSE,TRUE,FALSE
FBgn0030341,p24-1,TMED7,FALSE,TRUE,FALSE
FBgn0030344,Nrd1,NRDC,FALSE,TRUE,FALSE
FBgn0030354,Upf1,UPF1,FALSE,TRUE,FALSE
FBgn0030356,lncRNA:CR32661,N/A,FALSE,TRUE,FALSE
FBgn0030357,Sclp,LRRC20,FALSE,TRUE,FALSE
FBgn0030359,CG18130,NME9,FALSE,TRUE,FALSE
FBgn0030362,regucalcin,RGN,FALSE,TRUE,FALSE
FBgn0030364,Lsm12a,LSM12,TRUE,TRUE,FALSE
FBgn0030366,Usp7,USP7,TRUE,TRUE,TRUE
FBgn0030396,CG2556,N/A,FALSE,TRUE,FALSE
FBgn0030400,Pits,IRF2BP1,TRUE,TRUE,TRUE
FBgn0030412,Tomosyn,STXBP5,FALSE,FALSE,TRUE
FBgn0030418,CG4004,N/A,FALSE,TRUE,FALSE
FBgn0030421,Agpat1,AGPAT2,TRUE,FALSE,FALSE
FBgn0030435,CG4645,YIPF2,FALSE,TRUE,FALSE
FBgn0030443,CG12715,N/A,FALSE,TRUE,FALSE
FBgn0030451,CG15717,N/A,FALSE,TRUE,FALSE
FBgn0030452,MFS10,SLC17A5,FALSE,TRUE,FALSE
FBgn0030462,CG15742,N/A,FALSE,TRUE,FALSE
FBgn0030478,CG1640,GPT,FALSE,TRUE,FALSE
FBgn0030479,Rbp1-like,SRSF3,TRUE,TRUE,FALSE
