GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,ontology
GO:0002702,positive regulation of production of mol...,56,11,7.47,0.11871,1,0.16511894770408161,1.47,BP
GO:0007447,imaginal disc pattern formation,114,20,15.2,0.11902,1,0.16544462715105163,1.32,BP
GO:0008406,gonad development,50,10,6.67,0.12133,1,0.1682267832167832,1.5,BP
GO:0044272,sulfur compound biosynthetic process,50,10,6.67,0.12133,1,0.1682267832167832,1.5,BP
GO:0045137,development of primary sexual characteri...,50,10,6.67,0.12133,1,0.1682267832167832,1.5,BP
GO:0048069,eye pigmentation,50,10,6.67,0.12133,1,0.1682267832167832,1.5,BP
GO:0006520,cellular amino acid metabolic process,161,27,21.47,0.12169,1,0.1686187357052097,1.26,BP
GO:0000956,nuclear-transcribed mRNA catabolic proce...,69,13,9.2,0.12280,1,0.17004055168040583,1.41,BP
GO:0046667,compound eye retinal cell programmed cel...,26,6,3.47,0.12295,1,0.17004055168040583,1.73,BP
GO:0050806,positive regulation of synaptic transmis...,26,6,3.47,0.12295,1,0.17004055168040583,1.73,BP
GO:0034765,regulation of ion transmembrane transpor...,44,9,5.87,0.12346,1,0.170637680608365,1.53,BP
GO:0010817,regulation of hormone levels,95,17,12.67,0.12456,1,0.1719401012658228,1.34,BP
GO:0045814,"negative regulation of gene expression, ...",95,17,12.67,0.12456,1,0.1719401012658228,1.34,BP
GO:0098739,import across plasma membrane,38,8,5.07,0.12481,1,0.17198782196969697,1.58,BP
GO:0034764,positive regulation of transmembrane tra...,32,7,4.27,0.12491,1,0.17198782196969697,1.64,BP
GO:0046661,male sex differentiation,32,7,4.27,0.12491,1,0.17198782196969697,1.64,BP
GO:1902099,regulation of metaphase/anaphase transit...,32,7,4.27,0.12491,1,0.17198782196969697,1.64,BP
GO:0002760,positive regulation of antimicrobial hum...,57,11,7.6,0.13037,1,0.17927930012610344,1.45,BP
GO:0002922,positive regulation of humoral immune re...,57,11,7.6,0.13037,1,0.17927930012610344,1.45,BP
GO:0001703,gastrulation with mouth forming first,45,9,6,0.13712,1,0.18808724528301887,1.5,BP
GO:0010004,gastrulation involving germ band extensi...,45,9,6,0.13712,1,0.18808724528301887,1.5,BP
GO:0034762,regulation of transmembrane transport,45,9,6,0.13712,1,0.18808724528301887,1.5,BP
GO:1901657,glycosyl compound metabolic process,45,9,6,0.13712,1,0.18808724528301887,1.5,BP
GO:0045786,negative regulation of cell cycle,103,18,13.73,0.13739,1,0.1883391514770585,1.31,BP
GO:0016571,histone methylation,64,12,8.53,0.13802,1,0.18871936090225566,1.41,BP
GO:0009744,response to sucrose,21,5,2.8,0.13810,1,0.18871936090225566,1.79,BP
GO:0035277,"spiracle morphogenesis, open tracheal sy...",21,5,2.8,0.13810,1,0.18871936090225566,1.79,BP
GO:0043967,histone H4 acetylation,21,5,2.8,0.13810,1,0.18871936090225566,1.79,BP
GO:0072089,stem cell proliferation,21,5,2.8,0.13810,1,0.18871936090225566,1.79,BP
GO:0045187,regulation of circadian sleep/wake cycle...,39,8,5.2,0.13973,1,0.19082725735754538,1.54,BP
GO:0010528,regulation of transposition,27,6,3.6,0.14125,1,0.19231712414223334,1.67,BP
GO:0032196,transposition,27,6,3.6,0.14125,1,0.19231712414223334,1.67,BP
GO:0033157,regulation of intracellular protein tran...,27,6,3.6,0.14125,1,0.19231712414223334,1.67,BP
GO:0046822,regulation of nucleocytoplasmic transpor...,27,6,3.6,0.14125,1,0.19231712414223334,1.67,BP
GO:0009755,hormone-mediated signaling pathway,33,7,4.4,0.14135,1,0.19231712414223334,1.59,BP
GO:0048806,genitalia development,33,7,4.4,0.14135,1,0.19231712414223334,1.59,BP
GO:0010035,response to inorganic substance,97,17,12.93,0.14298,1,0.19441357855361596,1.31,BP
GO:0045089,positive regulation of innate immune res...,52,10,6.93,0.14717,1,0.1999861495327103,1.44,BP
GO:0007006,mitochondrial membrane organization,46,9,6.13,0.15152,1,0.20564102053515868,1.47,BP
GO:0030510,regulation of BMP signaling pathway,46,9,6.13,0.15152,1,0.20564102053515868,1.47,BP
GO:0051253,negative regulation of RNA metabolic pro...,332,51,44.27,0.15377,1,0.2085649067164179,1.15,BP
GO:0042181,ketone biosynthetic process,40,8,5.33,0.15550,1,0.2107802983219391,1.5,BP
GO:0031589,cell-substrate adhesion,34,7,4.53,0.15876,1,0.2150655652173913,1.55,BP
GO:0007031,peroxisome organization,22,5,2.93,0.16024,1,0.216243257248612,1.71,BP
GO:0009112,nucleobase metabolic process,22,5,2.93,0.16024,1,0.216243257248612,1.71,BP
GO:0009119,ribonucleoside metabolic process,22,5,2.93,0.16024,1,0.216243257248612,1.71,BP
GO:0042761,very long-chain fatty acid biosynthetic ...,22,5,2.93,0.16024,1,0.216243257248612,1.71,BP
GO:0046503,glycerolipid catabolic process,22,5,2.93,0.16024,1,0.216243257248612,1.71,BP
GO:0060966,regulation of gene silencing by RNA,22,5,2.93,0.16024,1,0.216243257248612,1.71,BP
GO:0006936,muscle contraction,28,6,3.73,0.16072,1,0.216243257248612,1.61,BP
GO:0007603,"phototransduction, visible light",28,6,3.73,0.16072,1,0.216243257248612,1.61,BP
GO:0040018,positive regulation of multicellular org...,28,6,3.73,0.16072,1,0.216243257248612,1.61,BP
GO:0046666,retinal cell programmed cell death,28,6,3.73,0.16072,1,0.216243257248612,1.61,BP
GO:0046916,cellular transition metal ion homeostasi...,28,6,3.73,0.16072,1,0.216243257248612,1.61,BP
GO:0043543,protein acylation,119,20,15.87,0.16179,1,0.21754869913686806,1.26,BP
GO:0019318,hexose metabolic process,66,12,8.8,0.16240,1,0.21823438077634008,1.36,BP
GO:0044772,mitotic cell cycle phase transition,126,21,16.8,0.16412,1,0.22040992610837437,1.25,BP
GO:0098656,anion transmembrane transport,86,15,11.47,0.16599,1,0.22278411692307692,1.31,BP
GO:0022410,circadian sleep/wake cycle process,47,9,6.27,0.16664,1,0.2235189667896679,1.44,BP
GO:0031507,heterochromatin assembly,93,16,12.4,0.16991,1,0.22776503380454827,1.29,BP
GO:0051302,regulation of cell division,41,8,5.47,0.17206,1,0.23036394106813995,1.46,BP
GO:0051306,mitotic sister chromatid separation,41,8,5.47,0.17206,1,0.23036394106813995,1.46,BP
GO:0006637,acyl-CoA metabolic process,54,10,7.2,0.17556,1,0.23447419473361908,1.39,BP
GO:0007088,regulation of mitotic nuclear division,54,10,7.2,0.17556,1,0.23447419473361908,1.39,BP
GO:0035383,thioester metabolic process,54,10,7.2,0.17556,1,0.23447419473361908,1.39,BP
GO:0042745,circadian sleep/wake cycle,54,10,7.2,0.17556,1,0.23447419473361908,1.39,BP
GO:0006109,regulation of carbohydrate metabolic pro...,35,7,4.67,0.17709,1,0.23608391809290954,1.5,BP
GO:0007494,midgut development,35,7,4.67,0.17709,1,0.23608391809290954,1.5,BP
GO:0048520,positive regulation of behavior,35,7,4.67,0.17709,1,0.23608391809290954,1.5,BP
GO:0016125,sterol metabolic process,29,6,3.87,0.18126,1,0.2410536951219512,1.55,BP
GO:0032411,positive regulation of transporter activ...,29,6,3.87,0.18126,1,0.2410536951219512,1.55,BP
GO:0032414,positive regulation of ion transmembrane...,29,6,3.87,0.18126,1,0.2410536951219512,1.55,BP
GO:0042886,amide transport,29,6,3.87,0.18126,1,0.2410536951219512,1.55,BP
GO:0034655,nucleobase-containing compound catabolic...,176,28,23.47,0.18231,1,0.24230232175502744,1.19,BP
GO:0040014,regulation of multicellular organism gro...,48,9,6.4,0.18243,1,0.24231414738124238,1.41,BP
GO:0006665,sphingolipid metabolic process,61,11,8.13,0.18282,1,0.24253675182481754,1.35,BP
GO:0007631,feeding behavior,61,11,8.13,0.18282,1,0.24253675182481754,1.35,BP
GO:0046700,heterocycle catabolic process,190,30,25.33,0.18355,1,0.24335717325227965,1.18,BP
GO:0030308,negative regulation of cell growth,23,5,3.07,0.18370,1,0.2434080801944107,1.63,BP
GO:0044057,regulation of system process,68,12,9.07,0.18878,1,0.24998735883424408,1.32,BP
GO:0045861,negative regulation of proteolysis,42,8,5.6,0.18938,1,0.2506297208737864,1.43,BP
GO:0048859,formation of anatomical boundary,55,10,7.33,0.19065,1,0.25215745906610065,1.36,BP
GO:0050829,defense response to Gram-negative bacter...,122,20,16.27,0.19097,1,0.2524276181818182,1.23,BP
GO:0044270,cellular nitrogen compound catabolic pro...,191,30,25.47,0.19153,1,0.25301449424591155,1.18,BP
GO:1901990,regulation of mitotic cell cycle phase t...,102,17,13.6,0.19518,1,0.25768013317191285,1.25,BP
GO:0030490,maturation of SSU-rRNA,49,9,6.53,0.19885,1,0.26204945619335346,1.38,BP
GO:0042749,regulation of circadian sleep/wake cycle,49,9,6.53,0.19885,1,0.26204945619335346,1.38,BP
GO:0071407,cellular response to organic cyclic comp...,49,9,6.53,0.19885,1,0.26204945619335346,1.38,BP
GO:0071396,cellular response to lipid,30,6,4,0.20279,1,0.2670803079710145,1.5,BP
GO:0007422,peripheral nervous system development,56,10,7.47,0.20629,1,0.27152594447797224,1.34,BP
GO:0015833,peptide transport,24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0035002,"liquid clearance, open tracheal system",24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0035384,thioester biosynthetic process,24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0048070,regulation of developmental pigmentation,24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0070983,dendrite guidance,24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0071616,acyl-CoA biosynthetic process,24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0120305,regulation of pigmentation,24,5,3.2,0.20831,1,0.27303131610576925,1.56,BP
GO:0045934,negative regulation of nucleobase-contai...,363,54,48.4,0.21005,1,0.27514657657657654,1.12,BP
GO:0009581,detection of external stimulus,83,14,11.07,0.21074,1,0.2755539208633094,1.26,BP
GO:0009582,detection of abiotic stimulus,83,14,11.07,0.21074,1,0.2755539208633094,1.26,BP
GO:0048066,developmental pigmentation,83,14,11.07,0.21074,1,0.2755539208633094,1.26,BP
GO:0006811,ion transport,536,78,71.47,0.21477,1,0.2806551048532055,1.09,BP
GO:0000082,G1/S transition of mitotic cell cycle,37,7,4.93,0.21622,1,0.2817059856630824,1.42,BP
GO:0003012,muscle system process,37,7,4.93,0.21622,1,0.2817059856630824,1.42,BP
GO:0043270,positive regulation of ion transport,37,7,4.93,0.21622,1,0.2817059856630824,1.42,BP
GO:0044843,cell cycle G1/S phase transition,37,7,4.93,0.21622,1,0.2817059856630824,1.42,BP
GO:0098661,inorganic anion transmembrane transport,37,7,4.93,0.21622,1,0.2817059856630824,1.42,BP
GO:0008063,Toll signaling pathway,70,12,9.33,0.21700,1,0.2825534328358209,1.29,BP
GO:0009411,response to UV,31,6,4.13,0.22517,1,0.29284184257602863,1.45,BP
GO:0035051,cardiocyte differentiation,31,6,4.13,0.22517,1,0.29284184257602863,1.45,BP
GO:0046165,alcohol biosynthetic process,44,8,5.87,0.22604,1,0.29379811680572104,1.36,BP
GO:0033865,nucleoside bisphosphate metabolic proces...,64,11,8.53,0.22762,1,0.29532374776918496,1.29,BP
GO:0033875,ribonucleoside bisphosphate metabolic pr...,64,11,8.53,0.22762,1,0.29532374776918496,1.29,BP
GO:0034032,purine nucleoside bisphosphate metabolic...,64,11,8.53,0.22762,1,0.29532374776918496,1.29,BP
GO:0048546,digestive tract morphogenesis,71,12,9.47,0.23173,1,0.30047748513674194,1.27,BP
GO:0007289,spermatid nucleus differentiation,25,5,3.33,0.23392,1,0.3022390521327014,1.5,BP
GO:0009629,response to gravity,25,5,3.33,0.23392,1,0.3022390521327014,1.5,BP
GO:0030514,negative regulation of BMP signaling pat...,25,5,3.33,0.23392,1,0.3022390521327014,1.5,BP
GO:0042332,gravitaxis,25,5,3.33,0.23392,1,0.3022390521327014,1.5,BP
GO:0051303,establishment of chromosome localization,25,5,3.33,0.23392,1,0.3022390521327014,1.5,BP
GO:0099173,postsynapse organization,25,5,3.33,0.23392,1,0.3022390521327014,1.5,BP
GO:0007455,eye-antennal disc morphogenesis,38,7,5.07,0.23686,1,0.3058565186500888,1.38,BP
GO:0010948,negative regulation of cell cycle proces...,92,15,12.27,0.23970,1,0.30934065088757395,1.22,BP
GO:0001655,urogenital system development,72,12,9.6,0.24684,1,0.31817851063829783,1.25,BP
GO:0072001,renal system development,72,12,9.6,0.24684,1,0.31817851063829783,1.25,BP
GO:0006338,chromatin remodeling,191,29,25.47,0.25287,1,0.3257586946249262,1.14,BP
GO:0051783,regulation of nuclear division,59,10,7.87,0.25614,1,0.3297764698937426,1.27,BP
GO:0009612,response to mechanical stimulus,39,7,5.2,0.25810,1,0.3315171378091873,1.35,BP
GO:0022898,regulation of transmembrane transporter ...,39,7,5.2,0.25810,1,0.3315171378091873,1.35,BP
GO:0032409,regulation of transporter activity,39,7,5.2,0.25810,1,0.3315171378091873,1.35,BP
GO:0032412,regulation of ion transmembrane transpor...,39,7,5.2,0.25810,1,0.3315171378091873,1.35,BP
GO:0006874,cellular calcium ion homeostasis,66,11,8.8,0.25965,1,0.33282622508792503,1.25,BP
GO:0007605,sensory perception of sound,66,11,8.8,0.25965,1,0.33282622508792503,1.25,BP
GO:0009954,proximal/distal pattern formation,26,5,3.47,0.26034,1,0.33282622508792503,1.44,BP
GO:0036315,cellular response to sterol,26,5,3.47,0.26034,1,0.33282622508792503,1.44,BP
GO:0060259,regulation of feeding behavior,26,5,3.47,0.26034,1,0.33282622508792503,1.44,BP
GO:0071390,cellular response to ecdysone,26,5,3.47,0.26034,1,0.33282622508792503,1.44,BP
GO:0090101,negative regulation of transmembrane rec...,26,5,3.47,0.26034,1,0.33282622508792503,1.44,BP
GO:1901655,cellular response to ketone,26,5,3.47,0.26034,1,0.33282622508792503,1.44,BP
GO:0005996,monosaccharide metabolic process,73,12,9.73,0.26231,1,0.3351482776801406,1.23,BP
GO:0006638,neutral lipid metabolic process,46,8,6.13,0.26500,1,0.3381889994148625,1.31,BP
GO:0006639,acylglycerol metabolic process,46,8,6.13,0.26500,1,0.3381889994148625,1.31,BP
GO:0044770,cell cycle phase transition,157,24,20.93,0.26623,1,0.33956001754385967,1.15,BP
GO:0042044,fluid transport,33,6,4.4,0.27208,1,0.3464135901926445,1.36,BP
GO:0090630,activation of GTPase activity,33,6,4.4,0.27208,1,0.3464135901926445,1.36,BP
GO:2000736,regulation of stem cell differentiation,33,6,4.4,0.27208,1,0.3464135901926445,1.36,BP
GO:0010002,cardioblast differentiation,20,4,2.67,0.27263,1,0.3465070104895105,1.5,BP
GO:0032465,regulation of cytokinesis,20,4,2.67,0.27263,1,0.3465070104895105,1.5,BP
GO:0051924,regulation of calcium ion transport,20,4,2.67,0.27263,1,0.3465070104895105,1.5,BP
GO:0070192,chromosome organization involved in meio...,60,10,8,0.27359,1,0.34732234575087306,1.25,BP
GO:0071772,response to BMP,60,10,8,0.27359,1,0.34732234575087306,1.25,BP
GO:0006575,cellular modified amino acid metabolic p...,88,14,11.73,0.28027,1,0.35559561954624785,1.19,BP
GO:0042753,positive regulation of circadian rhythm,27,5,3.6,0.28740,1,0.3640066202090592,1.39,BP
GO:1902806,regulation of cell cycle G1/S phase tran...,27,5,3.6,0.28740,1,0.3640066202090592,1.39,BP
GO:2000045,regulation of G1/S transition of mitotic...,27,5,3.6,0.28740,1,0.3640066202090592,1.39,BP
GO:0010959,regulation of metal ion transport,54,9,7.2,0.28886,1,0.3656434474753337,1.25,BP
GO:0015698,inorganic anion transport,61,10,8.13,0.29139,1,0.36863201276102087,1.23,BP
GO:1901987,regulation of cell cycle phase transitio...,131,20,17.47,0.29196,1,0.3691389913043478,1.14,BP
GO:0009584,detection of visible light,34,6,4.53,0.29636,1,0.3744850289687138,1.32,BP
GO:0045455,ecdysteroid metabolic process,41,7,5.47,0.30206,1,0.38146662420382166,1.28,BP
GO:0030513,positive regulation of BMP signaling pat...,21,4,2.8,0.30428,1,0.38316090069284064,1.43,BP
GO:0031145,anaphase-promoting complex-dependent cat...,21,4,2.8,0.30428,1,0.38316090069284064,1.43,BP
GO:0031445,regulation of heterochromatin assembly,21,4,2.8,0.30428,1,0.38316090069284064,1.43,BP
GO:0042558,pteridine-containing compound metabolic ...,21,4,2.8,0.30428,1,0.38316090069284064,1.43,BP
GO:0120261,regulation of heterochromatin organizati...,21,4,2.8,0.30428,1,0.38316090069284064,1.43,BP
GO:0071482,cellular response to light stimulus,48,8,6.4,0.30573,1,0.38476464512406233,1.25,BP
GO:1901362,organic cyclic compound biosynthetic pro...,1525,210,203.33,0.30757,1,0.3868570761245675,1.03,BP
GO:0010038,response to metal ion,55,9,7.33,0.30807,1,0.3872626340057637,1.23,BP
GO:1901617,organic hydroxy compound biosynthetic pr...,62,10,8.27,0.30949,1,0.38882355414746544,1.21,BP
GO:1901361,organic cyclic compound catabolic proces...,204,30,27.2,0.30975,1,0.38892616580310885,1.1,BP
GO:0055074,calcium ion homeostasis,69,11,9.2,0.31024,1,0.38918315517241375,1.2,BP
GO:0072507,divalent inorganic cation homeostasis,83,13,11.07,0.31038,1,0.38918315517241375,1.17,BP
GO:0072503,cellular divalent inorganic cation homeo...,76,12,10.13,0.31049,1,0.38918315517241375,1.18,BP
GO:0019439,aromatic compound catabolic process,197,29,26.27,0.31163,1,0.3903877254451465,1.1,BP
GO:0007007,inner mitochondrial membrane organizatio...,28,5,3.73,0.31494,1,0.3936298796561605,1.34,BP
GO:0043666,regulation of phosphoprotein phosphatase...,28,5,3.73,0.31494,1,0.3936298796561605,1.34,BP
GO:0050000,chromosome localization,28,5,3.73,0.31494,1,0.3936298796561605,1.34,BP
GO:1904064,positive regulation of cation transmembr...,28,5,3.73,0.31494,1,0.3936298796561605,1.34,BP
GO:0019438,aromatic compound biosynthetic process,1476,203,196.8,0.31848,1,0.3978263917525773,1.03,BP
GO:0007530,sex determination,35,6,4.67,0.32104,1,0.40056535469107546,1.28,BP
GO:0035304,regulation of protein dephosphorylation,35,6,4.67,0.32104,1,0.40056535469107546,1.28,BP
GO:0031349,positive regulation of defense response,98,15,13.07,0.32393,1,0.403940154373928,1.15,BP
GO:0042770,signal transduction in response to DNA d...,42,7,5.6,0.32459,1,0.4043008509423187,1.25,BP
GO:0045931,positive regulation of mitotic cell cycl...,42,7,5.6,0.32459,1,0.4043008509423187,1.25,BP
GO:0090092,regulation of transmembrane receptor pro...,56,9,7.47,0.32756,1,0.4077673287671233,1.2,BP
GO:0090304,nucleic acid metabolic process,2236,305,298.13,0.32874,1,0.4090028180262407,1.02,BP
GO:0006672,ceramide metabolic process,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0009066,aspartate family amino acid metabolic pr...,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0010847,regulation of chromatin assembly,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0016126,sterol biosynthetic process,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0016360,sensory organ precursor cell fate determ...,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0042023,DNA endoreduplication,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0044773,mitotic DNA damage checkpoint signaling,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0045143,homologous chromosome segregation,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0045792,negative regulation of cell size,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0048067,cuticle pigmentation,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0051310,metaphase plate congression,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0060582,cell fate determination involved in patt...,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0071684,organism emergence from protective struc...,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:1902667,regulation of axon guidance,22,4,2.93,0.33629,1,0.41508120543293714,1.37,BP
GO:0043473,pigmentation,92,14,12.27,0.34047,1,0.42000286764705885,1.14,BP
GO:0006081,cellular aldehyde metabolic process,29,5,3.87,0.34279,1,0.42214849802371535,1.29,BP
GO:0042045,epithelial fluid transport,29,5,3.87,0.34279,1,0.42214849802371535,1.29,BP
GO:0072527,pyrimidine-containing compound metabolic...,29,5,3.87,0.34279,1,0.42214849802371535,1.29,BP
GO:0045893,"positive regulation of transcription, DN...",419,59,55.87,0.34483,1,0.42394263246899666,1.06,BP
GO:1902680,positive regulation of RNA biosynthetic ...,419,59,55.87,0.34483,1,0.42394263246899666,1.06,BP
GO:1903508,positive regulation of nucleic acid-temp...,419,59,55.87,0.34483,1,0.42394263246899666,1.06,BP
GO:0046785,microtubule polymerization,36,6,4.8,0.34600,1,0.424902027027027,1.25,BP
GO:0098754,detoxification,36,6,4.8,0.34600,1,0.424902027027027,1.25,BP
GO:0006364,rRNA processing,157,23,20.93,0.34667,1,0.4254852391671356,1.1,BP
GO:0007143,female meiotic nuclear division,57,9,7.6,0.34727,1,0.4259819291338583,1.18,BP
GO:0018130,heterocycle biosynthetic process,1485,203,198,0.35440,1,0.43448364249578414,1.03,BP
GO:0034654,nucleobase-containing compound biosynthe...,1413,193,188.4,0.36374,1,0.4456836741573034,1.02,BP
GO:0001676,long-chain fatty acid metabolic process,23,4,3.07,0.36842,1,0.45040584080717494,1.3,BP
GO:0031644,regulation of nervous system process,23,4,3.07,0.36842,1,0.45040584080717494,1.3,BP
GO:0035186,syncytial blastoderm mitotic cell cycle,23,4,3.07,0.36842,1,0.45040584080717494,1.3,BP
GO:0072523,purine-containing compound catabolic pro...,23,4,3.07,0.36842,1,0.45040584080717494,1.3,BP
GO:0007093,mitotic cell cycle checkpoint signaling,44,7,5.87,0.37034,1,0.4520363275572946,1.19,BP
GO:0010952,positive regulation of peptidase activit...,30,5,4,0.37079,1,0.4520363275572946,1.25,BP
GO:0030717,oocyte karyosome formation,30,5,4,0.37079,1,0.4520363275572946,1.25,BP
GO:0061988,karyosome formation,30,5,4,0.37079,1,0.4520363275572946,1.25,BP
GO:0070633,transepithelial transport,30,5,4,0.37079,1,0.4520363275572946,1.25,BP
GO:0008202,steroid metabolic process,59,9,7.87,0.38713,1,0.47090380925822645,1.14,BP
GO:0030509,BMP signaling pathway,59,9,7.87,0.38713,1,0.47090380925822645,1.14,BP
GO:0061525,hindgut development,59,9,7.87,0.38713,1,0.47090380925822645,1.14,BP
GO:0071773,cellular response to BMP stimulus,59,9,7.87,0.38713,1,0.47090380925822645,1.14,BP
GO:1901991,negative regulation of mitotic cell cycl...,52,8,6.93,0.39029,1,0.4744829933110368,1.15,BP
GO:0000041,transition metal ion transport,38,6,5.07,0.39629,1,0.4812408073496659,1.18,BP
GO:0006641,triglyceride metabolic process,38,6,5.07,0.39629,1,0.4812408073496659,1.18,BP
GO:0010921,regulation of phosphatase activity,31,5,4.13,0.39880,1,0.48294436424208775,1.21,BP
GO:0033866,nucleoside bisphosphate biosynthetic pro...,31,5,4.13,0.39880,1,0.48294436424208775,1.21,BP
GO:0034030,ribonucleoside bisphosphate biosynthetic...,31,5,4.13,0.39880,1,0.48294436424208775,1.21,BP
GO:0034033,purine nucleoside bisphosphate biosynthe...,31,5,4.13,0.39880,1,0.48294436424208775,1.21,BP
GO:1901992,positive regulation of mitotic cell cycl...,31,5,4.13,0.39880,1,0.48294436424208775,1.21,BP
GO:0016072,rRNA metabolic process,176,25,23.47,0.39904,1,0.4829668368479467,1.07,BP
GO:0010906,regulation of glucose metabolic process,24,4,3.2,0.40044,1,0.48385575623268706,1.25,BP
GO:0035050,embryonic heart tube development,24,4,3.2,0.40044,1,0.48385575623268706,1.25,BP
GO:0046660,female sex differentiation,24,4,3.2,0.40044,1,0.48385575623268706,1.25,BP
GO:0007591,"molting cycle, chitin-based cuticle",96,14,12.8,0.40300,1,0.4861410398230089,1.09,BP
GO:0035218,leg disc development,96,14,12.8,0.40300,1,0.4861410398230089,1.09,BP
GO:0042303,molting cycle,96,14,12.8,0.40300,1,0.4861410398230089,1.09,BP
GO:0008045,motor neuron axon guidance,75,11,10,0.41669,1,0.502377495854063,1.1,BP
GO:0000077,DNA damage checkpoint signaling,39,6,5.2,0.42141,1,0.5072269370860927,1.15,BP
GO:0009743,response to carbohydrate,39,6,5.2,0.42141,1,0.5072269370860927,1.15,BP
GO:0035303,regulation of dephosphorylation,39,6,5.2,0.42141,1,0.5072269370860927,1.15,BP
GO:0006821,chloride transport,32,5,4.27,0.42667,1,0.5124269107929516,1.17,BP
GO:0042026,protein refolding,32,5,4.27,0.42667,1,0.5124269107929516,1.17,BP
GO:0051480,regulation of cytosolic calcium ion conc...,32,5,4.27,0.42667,1,0.5124269107929516,1.17,BP
GO:1901989,positive regulation of cell cycle phase ...,32,5,4.27,0.42667,1,0.5124269107929516,1.17,BP
GO:0003014,renal system process,25,4,3.33,0.43216,1,0.5178796483516483,1.2,BP
GO:0019935,cyclic-nucleotide-mediated signaling,25,4,3.33,0.43216,1,0.5178796483516483,1.2,BP
GO:0045610,regulation of hemocyte differentiation,25,4,3.33,0.43216,1,0.5178796483516483,1.2,BP
GO:1902275,regulation of chromatin organization,25,4,3.33,0.43216,1,0.5178796483516483,1.2,BP
GO:0016042,lipid catabolic process,135,19,18,0.43752,1,0.5240148929159802,1.06,BP
GO:0071478,cellular response to radiation,69,10,9.2,0.44068,1,0.5275099231613612,1.09,BP
GO:0000075,cell cycle checkpoint signaling,62,9,8.27,0.44719,1,0.535008990674712,1.09,BP
GO:0048645,animal organ formation,55,8,7.33,0.45431,1,0.5432292269736843,1.09,BP
GO:0060179,male mating behavior,70,10,9.33,0.45952,1,0.5491578739726027,1.07,BP
GO:0006479,protein methylation,85,12,11.33,0.46329,1,0.5522816393442623,1.06,BP
GO:0008213,protein alkylation,85,12,11.33,0.46329,1,0.5522816393442623,1.06,BP
GO:0001707,mesoderm formation,26,4,3.47,0.46340,1,0.5522816393442623,1.15,BP
GO:0007469,antennal development,26,4,3.47,0.46340,1,0.5522816393442623,1.15,BP
GO:0008052,sensory organ boundary specification,26,4,3.47,0.46340,1,0.5522816393442623,1.15,BP
GO:0061326,renal tubule development,63,9,8.4,0.46708,1,0.5560597598253275,1.07,BP
GO:0072002,Malpighian tubule development,63,9,8.4,0.46708,1,0.5560597598253275,1.07,BP
GO:0002778,antibacterial peptide production,41,6,5.47,0.47113,1,0.5599643215258855,1.1,BP
GO:0002786,regulation of antibacterial peptide prod...,41,6,5.47,0.47113,1,0.5599643215258855,1.1,BP
GO:0031099,regeneration,41,6,5.47,0.47113,1,0.5599643215258855,1.1,BP
GO:0071103,DNA conformation change,34,5,4.53,0.48150,1,0.5719779411764706,1.1,BP
GO:0030148,sphingolipid biosynthetic process,49,7,6.53,0.48481,1,0.5752832480957563,1.07,BP
GO:0035215,genital disc development,49,7,6.53,0.48481,1,0.5752832480957563,1.07,BP
GO:0007178,transmembrane receptor protein serine/th...,64,9,8.53,0.48683,1,0.5773660848287112,1.06,BP
GO:0071214,cellular response to abiotic stimulus,79,11,10.53,0.48823,1,0.5783974090168387,1.04,BP
GO:0104004,cellular response to environmental stimu...,79,11,10.53,0.48823,1,0.5783974090168387,1.04,BP
GO:0003008,system process,678,91,90.4,0.49033,1,0.5805698859934854,1.01,BP
GO:0006360,transcription by RNA polymerase I,27,4,3.6,0.49401,1,0.5827127149810709,1.11,BP
GO:0010675,regulation of cellular carbohydrate meta...,27,4,3.6,0.49401,1,0.5827127149810709,1.11,BP
GO:0030203,glycosaminoglycan metabolic process,27,4,3.6,0.49401,1,0.5827127149810709,1.11,BP
GO:0033301,cell cycle comprising mitosis without cy...,27,4,3.6,0.49401,1,0.5827127149810709,1.11,BP
